,nctId,phase,recruitment,therapies,title,Drug_id
49,NCT01958021,Phase III,"Active, not recruiting","[{'id': 790, 'therapyName': 'Ribociclib'}, {'id': 794, 'therapyName': 'Letrozole'}]",Study of Efficacy and Safety of LEE011 in Postmenopausal Women With Advanced Breast Cancer.(MONALEESA-2),995
50,NCT03238703,FDA approved,Not yet recruiting,"[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 4419, 'therapyName': 'Toremifine'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 794, 'therapyName': 'Letrozole'}]","Endocrine Therapy in Treating Patients With HER2 Negative, Low Risk Breast Cancer",995
51,NCT02010021,Phase I,"Active, not recruiting","[{'id': 794, 'therapyName': 'Letrozole'}]",Presurgical Treatment With Letrozole in Patients With Early-stage Breast Cancer.,995
52,NCT01870505,Phase I,"Active, not recruiting","[{'id': 2318, 'therapyName': 'BYL719 + Exemestane'}, {'id': 1553, 'therapyName': 'Letrozole + BYL719'}]",BYL719 Plus Letrozole or Exemestane for Patients With Hormone-Receptor Positive Locally-Advanced Unresectable or Metastatic Breast Cancer,995
53,NCT03056755,Phase II,Recruiting,"[{'id': 5929, 'therapyName': 'Alpelisib + Fulvestrant'}, {'id': 1553, 'therapyName': 'Letrozole + BYL719'}]","Efficacy and Safety of Treatment With Alpelisib Plus Endocrine Therapy in Patients With HR+, HER2-negative aBC, With PIK3CA Mutations, Whose Disease Has Progressed on or After CDK 4/6 Treatment With an Aromatase Inhibitor (AI) or Fulvestrant",995
54,NCT01791478,Phase I,"Active, not recruiting","[{'id': 1553, 'therapyName': 'Letrozole + BYL719'}]",BYL719 and Letrozole in Post-Menopausal Patients With Hormone Receptor-Positive Metastatic Breast Cancer,995
55,NCT02778685,Phase II,Recruiting,"[{'id': 4222, 'therapyName': 'Letrozole + Palbociclib + Pembrolizumab'}]","Pembrolizumab, Letrozole, and Palbociclib in Treating Patients With Stage IV Estrogen Receptor Positive Breast Cancer With Stable Disease That Has Not Responded to Letrozole and Palbociclib",995
56,NCT02907918,Phase II,Recruiting,"[{'id': 759, 'therapyName': 'Goserelin'}, {'id': 4756, 'therapyName': 'Letrozole + Palbociclib + Trastuzumab'}]",Neoadjuvant Study of Palbociclib in Combination With Letrozole and Trastuzumab in Stage II-III ER+ HER2+ Breast Cancer (PALTAN),995
57,NCT02142868,Phase III,No longer available,"[{'id': 2922, 'therapyName': 'Palbociclib + Letrozole'}]","Expanded Access Study Of Palbociclib (PD-0332991) In Combination With Letrozole As Treatment Of Post-Menopausal Women With HR-Positive, Her2-Negative Advanced Breast Cancer For Whom Letrozole Therapy Is Deemed Appropriate",995
58,NCT02692755,Phase II,Recruiting,"[{'id': 2922, 'therapyName': 'Palbociclib + Letrozole'}]",Palbociclib / Letrozole in African American Women With HR+ HER2- Breast Cancer (PALINA),995
59,NCT03007979,Phase II,Recruiting,"[{'id': 759, 'therapyName': 'Goserelin'}, {'id': 3205, 'therapyName': 'Fulvestrant + Palbociclib'}, {'id': 2922, 'therapyName': 'Palbociclib + Letrozole'}]",Alternative Dosing Schedule of Palbociclib in Metastatic Hormone Receptor Positive Breast Cancer,995
60,NCT03008408,Phase II,Recruiting,"[{'id': 5180, 'therapyName': 'Ribociclib + Everolimus + Letrozole'}]","Phase II Ribociclib, Everolimus and Letrozole in Endometrial Cancer",995
61,NCT02941926,Phase III,Recruiting,"[{'id': 5310, 'therapyName': 'Ribociclib + Letrozole + Goserelin'}]",Study to Assess the Safety and Efficacy of Ribociclib (LEE011) in Combination With Letrozole for the Treatment of Men and Pre/Postmenopausal Women With HR+ HER2- aBC,995
0,NCT03050814,Phase II,Suspended,"[{'id': 1524, 'therapyName': 'Fluorouracil + Bevacizumab + Capecitabine + Leucovorin + Oxaliplatin'}, {'id': 5336, 'therapyName': 'Ad-CEA + Bevacizumab + FOLFOX'}]",Standard of Care Alone or in Combination With Ad-CEA Vaccine and Avelumab in People With Previously Untreated Metastatic Colorectal Cancer,640
1,NCT01571284,Phase III,Completed,"[{'id': 2095, 'therapyName': 'Aflibercept + FOLFIRI'}]",Safety and Quality of Life Study of Aflibercept in Patients With Metastatic Colorectal Cancer Previously Treated With an Oxaliplatin-Based Regimen,640
2,NCT02045030,Phase II,Terminated,"[{'id': 2095, 'therapyName': 'Aflibercept + FOLFIRI'}]",Study to Identify Biomarkers of Clinical Response to Aflibercept in Patients With Metastatic Colorectal Cancer,640
3,NCT02235324,Phase II,Withdrawn,"[{'id': 1841, 'therapyName': 'Aflibercept + Leucovorin + Fluorouracil'}, {'id': 624, 'therapyName': 'Aflibercept'}]","Ziv-Aflibercept Followed by Ziv-Aflibercept, Fluorouracil, and Leucovorin Calcium in Treating Patients With Stage IV Colorectal Cancer",640
4,NCT01652196,Phase II,"Active, not recruiting","[{'id': 2367, 'therapyName': 'Aflibercept + mFOLFOX-6'}]",Aflibercept and FOLFOX6 Treatment for Previously Untreated Stage IV Colorectal Cancer,640
5,NCT02923921,Phase III,Recruiting,"[{'id': 5849, 'therapyName': 'AM0010 + mFOLFOX-6'}, {'id': 5850, 'therapyName': 'mFOLFOX-6'}]",Study of AM0010 With FOLFOX Compared to FOLFOX Alone Second-line Tx in Pts With Metastatic Pancreatic Cancer,640
6,NCT02997228,Phase III,Not yet recruiting,"[{'id': 1201, 'therapyName': 'Atezolizumab'}, {'id': 1484, 'therapyName': 'Bevacizumab + Oxaliplatin + Leucovorin + Fluorouracil'}, {'id': 5126, 'therapyName': 'Bevacizumab + Atezolizumab + Fluorouracil + Leucovorin + Oxaliplatin'}]","Combination Chemotherapy, Bevacizumab, and/or Atezolizumab in Treating Patients With Microsatellite Instability-High Metastatic Colorectal Cancer",640
7,NCT02141295,Phase II,Completed,"[{'id': 1484, 'therapyName': 'Bevacizumab + Oxaliplatin + Leucovorin + Fluorouracil'}, {'id': 1598, 'therapyName': 'RO5520985'}, {'id': 1599, 'therapyName': 'Bevacizumab + Fluorouracil + Leucovorin'}, {'id': 1600, 'therapyName': 'RO5520985 + Leucovorin + Fluorouracil'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",A Study Comparing the Efficacy and Safety of RO5520985 and FOLFOX With Bevacizumab and FOLFOX in Patients With Untreated Metastatic Colorectal Cancer (McCAVE),640
8,NCT01442935,Phase II,"Active, not recruiting","[{'id': 1484, 'therapyName': 'Bevacizumab + Oxaliplatin + Leucovorin + Fluorouracil'}, {'id': 2180, 'therapyName': 'Cetuximab + FOLFIRI'}, {'id': 2181, 'therapyName': 'Bevacizumab + FOLFIRI'}, {'id': 2182, 'therapyName': 'Cetuximab + FOLFOX'}, {'id': 2183, 'therapyName': 'Bevacizumab + FOLFIRINOX'}, {'id': 2184, 'therapyName': 'Cetuximab + FOLFIRINOX'}]",Chemotherapies Associated With Targeted Therapies on the Resection Rate of Hepatic Metastases,640
9,NCT02754856,Phase I,Recruiting,"[{'id': 4097, 'therapyName': 'Bevacizumab + MEDI4736 + Tremelimumab + FOLFOX'}]",Tremelimumab (Anti-CTLA-4) Plus MEDI4736 (Anti-PD-L1) in Resectable Colorectal Cancer Liver Metastases.,640
10,NCT01871571,Phase II,Recruiting,"[{'id': 1484, 'therapyName': 'Bevacizumab + Oxaliplatin + Leucovorin + Fluorouracil'}]","Bevacizumab, Fluorouracil, Leucovorin Calcium, and Oxaliplatin Before Surgery in Treating Patients With Stage II-III Rectal Cancer",640
11,NCT01212822,Phase II,"Active, not recruiting","[{'id': 1484, 'therapyName': 'Bevacizumab + Oxaliplatin + Leucovorin + Fluorouracil'}]",Bevacizumab and Combination Chemotherapy Before Surgery in Treating Patients With Locally Advanced Esophageal or Stomach Cancer,640
12,NCT01006369,Phase II,Completed,"[{'id': 1316, 'therapyName': 'Hydroxychloroquine'}, {'id': 1601, 'therapyName': 'Capecitabine + Oxaliplatin + Bevacizumab'}, {'id': 1484, 'therapyName': 'Bevacizumab + Oxaliplatin + Leucovorin + Fluorouracil'}]","Hydroxychloroquine, Capecitabine, Oxaliplatin, and Bevacizumab in Treating Patients With Metastatic Colorectal Cancer",640
13,NCT01622543,Phase II,"Active, not recruiting","[{'id': 1484, 'therapyName': 'Bevacizumab + Oxaliplatin + Leucovorin + Fluorouracil'}, {'id': 893, 'therapyName': 'Reolysin'}]",Reolysin in Combination With FOLFOX6 and Bevacizumab or FOLFOX6 and Bevacizumab Alone in Metastatic Colorectal Cancer,640
14,NCT01765582,Phase II,Terminated,"[{'id': 1523, 'therapyName': 'Fluorouracil + Capecitabine + Irinotecan + Leucovorin + Oxaliplatin'}, {'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1484, 'therapyName': 'Bevacizumab + Oxaliplatin + Leucovorin + Fluorouracil'}]",STEAM: A Study of Sequential and Concurrent FOLFOXIRI/Avastin (Bevacizumab) Regimens Versus FOLFOX/Avastin in First-Line in Patients With Metastatic Colorectal Cancer,640
15,NCT02613650,Phase I,Recruiting,"[{'id': 3247, 'therapyName': 'Binimetinib + FOLFIRI'}]",A Trial of FOLFIRI With MEK162 in Patients With Advanced KRAS Positive Metastatic Colorectal Cancers,640
16,NCT03184870,Phase Ib/II,Recruiting,"[{'id': 5905, 'therapyName': 'BMS-813160 + Fluorouracil + Irinotecan + Leucovorin'}, {'id': 5903, 'therapyName': 'BMS-813160 + Nivolumab'}, {'id': 5904, 'therapyName': 'BMS-813160 + Gemcitabine + nab-paclitaxel'}, {'id': 5902, 'therapyName': 'BMS-813160'}]",A Study of BMS-813160 in Combination With Chemotherapy or Nivolumab in Patients With Advanced Solid Tumors,640
17,NCT02573220,Phase I,Withdrawn,"[{'id': 2180, 'therapyName': 'Cetuximab + FOLFIRI'}]",Irinotecan Hydrochloride With FOLFIRI and Cetuximab as First-Line Therapy in Treating Patients With RAS Wild-Type Colorectal Cancer,640
18,NCT02928224,Phase III,Recruiting,"[{'id': 1916, 'therapyName': 'Cetuximab + Encorafenib'}, {'id': 4886, 'therapyName': 'Binimetinib + Cetuximab + LGX818'}, {'id': 1874, 'therapyName': 'Cetuximab + Irinotecan'}, {'id': 2180, 'therapyName': 'Cetuximab + FOLFIRI'}]",Study of Encorafenib + Cetuximab Plus or Minus Binimetinib vs. Irinotecan/Cetuximab or Infusional 5-Fluorouracil (5-FU)/Folinic Acid (FA)/Irinotecan (FOLFIRI)/Cetuximab With a Safety Lead-in of Encorafenib + Binimetinib + Cetuximab in Patients With BRAF V600E-mutant Metastatic Colorectal Cancer (BEACON CRC),640
19,NCT01703390,Phase II,Unknown status,"[{'id': 2182, 'therapyName': 'Cetuximab + FOLFOX'}, {'id': 2180, 'therapyName': 'Cetuximab + FOLFIRI'}]",Biomarker Directed Treatment in Metastatic Colorectal Cancer,640
20,NCT02676323,Phase Ib/II,Recruiting,"[{'id': 3732, 'therapyName': 'Cytarabine + Fludarabine + Leucovorin + Panobinostat'}]",Panobinostat With Fludarabine and Cytarabine for Treatment of Children With Acute Myeloid Leukemia or Myelodysplastic Syndrome,640
21,NCT03152370,Phase I,Recruiting,"[{'id': 5798, 'therapyName': 'E7046 + mFOLFOX-6'}, {'id': 5805, 'therapyName': 'Capecitabine + E7046'}]",Preoperative Radiotherapy and E7046 in Rectum Cancer (PRAER 1),640
22,NCT02620800,Phase Ib/II,Recruiting,"[{'id': 3621, 'therapyName': 'FABLOx'}]","Study of 5-fluorouracil (5-FU), Nab-paclitaxel, Bevacizumab, Leucovorin, and Oxaliplatin in Patients With Metastatic Pancreatic Cancer",640
23,NCT03069950,Phase II,Recruiting,"[{'id': 5476, 'therapyName': 'Floxiuridine + Panitumumab + Dexamethasone + FOLFIRI'}]",Study of Chemotherapy With or Without Hepatic Arterial Infusion for Patients With Unresectable Metastatic Colorectal Cancer to the Liver,640
24,NCT02785068,Phase I,Withdrawn,"[{'id': 4532, 'therapyName': 'Fluorouracil + Irinotecan + Leucovorin + MM-151'}]",Evaluation of MM-151 + Nal-IRI + 5-FU + Leucovorin in RAS/RAF Wild-type Metastatic Colorectal Cancer,640
25,NCT02448810,Phase II,Terminated,"[{'id': 2278, 'therapyName': 'Fluorouracil + Leucovorin'}, {'id': 2996, 'therapyName': 'Imalumab'}, {'id': 845, 'therapyName': 'Panitumumab'}]",Phase 2a Study of BAX69 and 5-FU/Leucovorin or Panitumumab Versus Standard of Care in Subjects With Metastatic Colorectal Cancer,640
26,NCT02042443,Phase II,Completed,"[{'id': 2278, 'therapyName': 'Fluorouracil + Leucovorin'}, {'id': 1105, 'therapyName': 'Capecitabine'}, {'id': 2, 'therapyName': 'Trametinib'}]",Trametinib or Combination Chemotherapy in Treating Patients With Refractory or Advanced Biliary or Gallbladder Cancer or That Cannot Be Removed by Surgery,640
27,NCT02620865,Phase Ib/II,Suspended,"[{'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1167, 'therapyName': 'Aldesleukin'}, {'id': 1104, 'therapyName': 'Oxaliplatin'}, {'id': 1873, 'therapyName': 'Sargramostim'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 2278, 'therapyName': 'Fluorouracil + Leucovorin'}]",Bispecific Antibody Armed Activated T-cells With Aldesleukin and Sargramostim in Treating Patients With Locally Advanced or Metastatic Pancreatic Cancer,640
28,NCT01959672,Phase II,Recruiting,"[{'id': 827, 'therapyName': 'Nelfinavir'}, {'id': 1189, 'therapyName': 'Oregovomab'}, {'id': 2278, 'therapyName': 'Fluorouracil + Leucovorin'}, {'id': 755, 'therapyName': 'Gemcitabine'}]",Combination Chemotherapy With or Without Oregovomab Followed by Stereotactic Body Radiation Therapy and Nelfinavir Mesylate in Treating Patients With Locally Advanced Pancreatic Cancer,640
29,NCT01383538,Phase I,Completed,"[{'id': 2498, 'therapyName': 'Fluorouracil + Leucovorin + Irinotecan + Oxaliplatin + Saridegib'}]",FOLFIRINOX Plus IPI-926 for Advanced Pancreatic Adenocarcinoma,640
30,NCT02124148,Phase I,Recruiting,"[{'id': 1994, 'therapyName': 'Cisplatin + Prexasertib'}, {'id': 1993, 'therapyName': 'Cetuximab + Prexasertib'}, {'id': 6248, 'therapyName': 'Pemetrexed + Prexasertib'}, {'id': 6247, 'therapyName': 'LY3023414 + Prexasertib'}, {'id': 6246, 'therapyName': 'Fluoruracil + Leucovorin + Prexasertib'}]",A Study of LY2606368 With Cisplatin or Cetuximab in Participants With Advanced Cancer,640
31,NCT01814501,Phase II,Recruiting,"[{'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 845, 'therapyName': 'Panitumumab'}]",Panitumumab and Chemotherapy in Patients With Advanced Colorectal Cancer After Prior Therapy With Bevacizumab,640
32,NCT02046538,Phase II,Withdrawn,"[{'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 624, 'therapyName': 'Aflibercept'}]",Phase II Study of Zaltrap and Chemotherapy for Advanced Resectable Colorectal Cancer,640
33,NCT02482441,Phase I,Recruiting,"[{'id': 4401, 'therapyName': 'Rosmantuzumab'}, {'id': 1315, 'therapyName': 'FOLFIRI'}]","A Phase 1a/b Dose Escalation Study of the Safety, Pharmacokinetics, and Pharmacodynamics of OMP-131R10",640
34,NCT01312857,Phase II,Recruiting,"[{'id': 845, 'therapyName': 'Panitumumab'}, {'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 1941, 'therapyName': 'Floxuridine'}]","Study of Hepatic Arterial Infusion With Intravenous Irinotecan, 5FU and Leucovorin With or Without Panitumumab, in Patients With Wild Type KRAS Who Have Resected Hepatic Metastases From Colorectal Cancer",640
35,NCT01488552,Phase Ib/II,Completed,"[{'id': 1104, 'therapyName': 'Oxaliplatin'}, {'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}, {'id': 1031, 'therapyName': 'Metformin'}]",Gemcitabine+Nab-paclitaxel and FOLFIRINOX and Molecular Profiling for Patients With Advanced Pancreatic Cancer,640
36,NCT01274624,Phase I,"Active, not recruiting","[{'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 2099, 'therapyName': 'Bevacizumab + Reolysin'}]",Study of REOLYSIN; in Combination With FOLFIRI and Bevacizumab in FOLFIRI Naive Patients With KRAS Mutant Metastatic Colorectal Cancer,640
37,NCT02024607,Phase Ib/II,"Active, not recruiting","[{'id': 1597, 'therapyName': 'Capecitabine + Oxaliplatin'}, {'id': 2093, 'therapyName': 'BBI608 + Bevacizumab'}, {'id': 2094, 'therapyName': 'BBI608 + Regorafenib'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 2057, 'therapyName': 'BBI608'}, {'id': 1315, 'therapyName': 'FOLFIRI'}]",A Study of BBI608 in Combination With Standard Chemotherapies in Adult Patients With Advanced Gastrointestinal Cancer,640
38,NCT01260415,Phase II,Completed,"[{'id': 845, 'therapyName': 'Panitumumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1315, 'therapyName': 'FOLFIRI'}]",A Study of Perioperative Chemotherapy Plus Panitumumab in Patients With Colorectal Cancer Liver Metastases,640
39,NCT02605044,Phase III,Recruiting,"[{'id': 804, 'therapyName': 'Masitinib'}, {'id': 1315, 'therapyName': 'FOLFIRI'}]",Study to Compare the Efficacy and Safety of Masitinib in Combination With FOLFIRI to Placebo in Combination With FOLFIRI in Second Line Treatment of Patients With Metastatic Colorectal Cancer,640
40,NCT02753127,Phase III,Recruiting,"[{'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 2057, 'therapyName': 'BBI608'}]",A Study of Napabucasin (BBI-608) in Combination With FOLFIRI in Adult Patients With Previously Treated Metastatic Colorectal Cancer (CanStem303C),640
41,NCT02305758,Phase II,Completed,"[{'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 954, 'therapyName': 'Veliparib'}]",Study Comparing Veliparib Plus FOLFIRI Versus Placebo Plus FOLFIRI With or Without Bevacizumab in Previously Untreated Metastatic Colorectal Cancer,640
42,NCT02508077,Phase II,Terminated,"[{'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 845, 'therapyName': 'Panitumumab'}]",FOLFIRI and Panitumumab in Treating Patients With RAS and BRAF Wild-Type Metastatic Colorectal Cancer,640
43,NCT01803282,Phase I,Recruiting,"[{'id': 3320, 'therapyName': 'GS-5745'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1602, 'therapyName': 'Carboplatin + Pemetrexed'}, {'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 667, 'therapyName': 'Bevacizumab'}]",Safety and Tolerability Study in Solid Tumors,640
44,NCT01298570,Phase II,"Active, not recruiting","[{'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 890, 'therapyName': 'Regorafenib'}]",Regorafenib+FOLFIRI Versus Placebo+FOLFIRI as 2nd Line Tx in Metastatic Colorectal Cancer,640
45,NCT01653470,Phase I,"Active, not recruiting","[{'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 2545, 'therapyName': 'BMS-906024'}, {'id': 1103, 'therapyName': 'Paclitaxel'}]","Study to Evaluate Safety & Tolerability of BMS-906024 in Combination With Chemotherapy & to Define DLTs & MTD of BMS-906024 in Combination With One of the Following Chemotherapy Regimens; Weekly Paclitaxel, 5FU+Irinotecan or Carboplatin+Paclitaxel in Subjects With Advanced / Metastatic Solid Tumors",640
46,NCT01937715,Phase II,Terminated,"[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1040, 'therapyName': 'PF-05212384'}, {'id': 1315, 'therapyName': 'FOLFIRI'}]",A Study Of PF-05212384 Plus FOLFIRI Versus Bevacizumab Plus FOLFIRI In Metastatic Colorectal Cancer,640
47,NCT02890355,,Recruiting,"[{'id': 954, 'therapyName': 'Veliparib'}, {'id': 1315, 'therapyName': 'FOLFIRI'}]",FOLFIRI or Modified FOLFIRI and Veliparib as Second Line Therapy in Treating Patients With Metastatic Pancreatic Cancer,640
48,NCT02563002,Phase III,Recruiting,"[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 694, 'therapyName': 'Cetuximab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) vs Standard Therapy in Participants With Microsatellite Instability-High (MSI-H) or Mismatch Repair Deficient (dMMR) Stage IV Colorectal Carcinoma (MK-3475-177/KEYNOTE-177),640
