,nctId,phase,recruitment,therapies,title,Therapies_id
0,NCT03059823,Phase I,Recruiting,"[{'id': 5813, 'therapyName': 'MGA012'}]",A Phase 1 Study of MGA012 in Patients With Advanced Solid Tumors,5813
0,NCT02982941,Phase I,Recruiting,"[{'id': 2863, 'therapyName': 'MGA271'}]",Enoblituzumab (MGA271) in Children With B7-H3-expressing Solid Tumors,2863
1,NCT01391143,Phase I,Recruiting,"[{'id': 2863, 'therapyName': 'MGA271'}]",Safety Study of MGA271 in Refractory Cancer,2863
2,NCT02923180,Phase I,Recruiting,"[{'id': 2863, 'therapyName': 'MGA271'}]",Neoadjuvant Enoblituzumab (MGA271) in Men With Localized Intermediate and High-Risk Prostate Cancer,2863
0,NCT02475213,Phase I,Recruiting,"[{'id': 2864, 'therapyName': 'MGA271 + Pembrolizumab'}]",Safety Study of MGA271 in Combination With Pembrolizumab in Refractory Cancer,2864
0,NCT01148849,Phase I,"Active, not recruiting","[{'id': 808, 'therapyName': 'MGAH22'}]",Safety Study of MGAH22 in HER2-positive Carcinomas,808
1,NCT01828021,Phase II,Completed,"[{'id': 808, 'therapyName': 'MGAH22'}]",Phase 2 Study of the Monoclonal Antibody MGAH22(Margetuximab)in Patients With Relapsed or Refractory Advanced Breast Cancer,808
2,NCT02492711,Phase III,Recruiting,"[{'id': 1685, 'therapyName': 'Vinorelbine'}, {'id': 1105, 'therapyName': 'Capecitabine'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 947, 'therapyName': 'Trastuzumab'}, {'id': 728, 'therapyName': 'Eribulin'}, {'id': 808, 'therapyName': 'MGAH22'}]",Margetuximab Plus Chemotherapy vs Trastuzumab Plus Chemotherapy in the Treatment of HER2+ Metastatic Breast Cancer,808
0,NCT02689284,Phase Ib/II,Recruiting,"[{'id': 3728, 'therapyName': 'MGAH22 + Pembrolizumab'}]","Combination Margetuximab and Pembrolizumab for Advanced, Metastatic HER2(+) Gastric or Gastroesophageal Junction Cancer",3728
0,NCT00697632,Phase I,Recruiting,"[{'id': 809, 'therapyName': 'MGCD265'}]",Safety Study of Oral MGCD265 Administered Without Interruption to Subjects With Advanced Malignancies,809
1,NCT02544633,Phase II,Recruiting,"[{'id': 809, 'therapyName': 'MGCD265'}]",Phase 2 Study of MGCD265 in Patients With Non-Small Cell Lung Cancer With Activating Genetic Alterations in MET,809
0,NCT00975767,Phase Ib/II,Terminated,"[{'id': 1127, 'therapyName': 'MGCD265 + Docetaxel'}, {'id': 1126, 'therapyName': 'MGCD265 + Erlotinib'}]",A Study of MGCD265 Given With Erlotinib or Docetaxel in Subjects With Advanced Malignancies or Non-Small Cell Lung Cancer,1127
0,NCT00975767,Phase Ib/II,Terminated,"[{'id': 1127, 'therapyName': 'MGCD265 + Docetaxel'}, {'id': 1126, 'therapyName': 'MGCD265 + Erlotinib'}]",A Study of MGCD265 Given With Erlotinib or Docetaxel in Subjects With Advanced Malignancies or Non-Small Cell Lung Cancer,1126
0,NCT02954991,Phase II,Recruiting,"[{'id': 4943, 'therapyName': 'MGCD516 + Nivolumab'}, {'id': 4944, 'therapyName': 'Mocetinostat + Nivolumab'}, {'id': 4942, 'therapyName': 'MGCD265 + Nivolumab'}]","Phase 2 Study of Glesatinib, Sitravatinib or Mocetinostat in Combination With Nivolumab in Non-Small Cell Lung Cancer",4942
0,NCT02978859,Phase II,Recruiting,"[{'id': 1655, 'therapyName': 'MGCD516'}]",MGCD516 in Advanced Liposarcoma and Other Soft Tissue Sarcomas,1655
1,NCT02219711,Phase I,Recruiting,"[{'id': 1655, 'therapyName': 'MGCD516'}]",Phase 1/1b Study of MGCD516 in Patients With Advanced Cancer,1655
0,NCT02954991,Phase II,Recruiting,"[{'id': 4943, 'therapyName': 'MGCD516 + Nivolumab'}, {'id': 4944, 'therapyName': 'Mocetinostat + Nivolumab'}, {'id': 4942, 'therapyName': 'MGCD265 + Nivolumab'}]","Phase 2 Study of Glesatinib, Sitravatinib or Mocetinostat in Combination With Nivolumab in Non-Small Cell Lung Cancer",4943
1,NCT03015740,Phase Ib/II,Recruiting,"[{'id': 4943, 'therapyName': 'MGCD516 + Nivolumab'}]",MGCD516 Combined With Nivolumab in Renal Cell Cancer (RCC),4943
0,NCT02248805,Phase I,Recruiting,"[{'id': 3093, 'therapyName': 'MGD007'}]",Phase 1 Study of MGD007 in Relapsed/Refractory Metastatic Colorectal Carcinoma,3093
0,NCT03219268,Phase I,Recruiting,"[{'id': 6060, 'therapyName': 'MGD013'}]",A Study of MGD013 in Patients With Unresectable or Metastatic Neoplasms,6060
0,NCT02422589,Phase I,Recruiting,"[{'id': 2505, 'therapyName': 'Warfarin'}, {'id': 2685, 'therapyName': 'Midazolam'}, {'id': 789, 'therapyName': 'Ceritinib'}]","A Phase I, Multi-center, Open Label, Drug-drug Interaction Study to Assess the Effect of Ceritinib on the Pharmacokinetics of Warfarin and Midazolam in Patients With ALK-positive Advanced Tumors",2685
1,NCT02520752,Phase I,"Active, not recruiting","[{'id': 2685, 'therapyName': 'Midazolam'}, {'id': 1065, 'therapyName': 'Capmatinib'}]",A DDI Study to Assess the Effect of INC280 on the PK of Midazolam and Caffeine in Patients With cMET-dysregulated Advanced Solid Tumors,2685
2,NCT01456689,Phase I,"Active, not recruiting","[{'id': 2685, 'therapyName': 'Midazolam'}, {'id': 2402, 'therapyName': 'LGH447 '}]",A Study of Oral LGH447 in Patients With Relapsed and/or Refractory Multiple Myeloma,2685
0,NCT00866281,Phase Ib/II,Terminated,"[{'id': 810, 'therapyName': 'Midostaurin'}]",A Study of the Safety and Preliminary Efficacy of Oral Midostaurin (PKC412) in Relapsed or Refractory Pediatric Leukemia,810
1,NCT02756962,Phase II,Recruiting,"[{'id': 810, 'therapyName': 'Midostaurin'}, {'id': 712, 'therapyName': 'Cytarabine'}]",Improving Risk Assessment of AML With a Precision Genomic Strategy to Assess Mutation Clearance,810
2,NCT02723435,Phase II,Not yet recruiting,"[{'id': 810, 'therapyName': 'Midostaurin'}]",Midostaurin in Treating Older Patients With Mutated Acute Myeloid Leukemia Post-Transplant,810
3,NCT01282502,Phase I,"Active, not recruiting","[{'id': 810, 'therapyName': 'Midostaurin'}]",Midostaurin (PKC412) for Locally Advanced Rectal Cancer,810
4,NCT01883362,Phase II,Recruiting,"[{'id': 810, 'therapyName': 'Midostaurin'}]",Standard of Care +/- Midostaurin to Prevent Relapse Post Stem Cell Transplant in Patients With FLT3-ITD Mutated AML,810
5,NCT02624570,Phase I,Available,"[{'id': 810, 'therapyName': 'Midostaurin'}]",Midostaurin Access Program for Newly Diagnosed FLT3 (ITD or TKD) Mutated AML Adult Patients Eligible for Standard Induction and Consolidation Chemotherapy.,810
0,NCT02012296,Phase Ib/II,Recruiting,"[{'id': 2603, 'therapyName': 'Mifepristone'}, {'id': 1262, 'therapyName': 'Enzalutamide'}]",Enzalutamide and Mifepristone in Treating Patients With Metastatic Hormone Resistant Prostate Cancer,2603
1,NCT02046421,Phase I,"Active, not recruiting","[{'id': 2603, 'therapyName': 'Mifepristone'}, {'id': 2667, 'therapyName': 'Carboplatin + Gemcitabine'}]","Carboplatin, Gemcitabine Hydrochloride, and Mifepristone in Treating Patients With Advanced Breast Cancer or Recurrent or Persistent Ovarian Epithelial, Fallopian Tube, or Primary Peritoneal Cancer",2603
2,NCT02642939,Phase II,Recruiting,"[{'id': 2603, 'therapyName': 'Mifepristone'}]",Study of Oral Mifepristone as Salvage Therapy in Patients With Advanced or Metastatic Non-Small Cell Lung Cancer,2603
0,NCT02788981,Phase II,Recruiting,"[{'id': 4350, 'therapyName': 'Mifepristone + Nab-paclitaxel'}, {'id': 619, 'therapyName': 'Abraxane'}]","A Trial of Nanoparticle Albumin-Bound Paclitaxel (Nab-Paclitaxel, Abraxane) With or Without Mifepristone for Advanced, Glucocorticoid Receptor-Positive, Triple-Negative Breast Cancer",4350
0,NCT03225547,Phase II,Not yet recruiting,"[{'id': 6030, 'therapyName': 'Mifepristone + Pembrolizumab'}]",Study of Pembrolizumab and Mifepristone in Patients With Advanced HER2-negative Breast Cancer,6030
0,NCT02992483,Phase I,Recruiting,"[{'id': 5814, 'therapyName': 'MIK665'}]","Phase I Study of MIK665, a Mcl-1 Inhibitor, in Patients With Refractory or Relapsed Lymphoma or Multiple Myeloma",5814
0,NCT01139723,Phase I,Completed,"[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1616, 'therapyName': 'MINT1526A'}]","A Study of the Safety and Pharmacokinetics of MINT1526A, Administered Intravenously As a Single Agent and in Combination With Bevacizumab to Patients With Advanced Solid Tumors",1616
0,NCT02876003,Phase II,Withdrawn,"[{'id': 4338, 'therapyName': 'mipsagargin'}]",Efficacy and Safety of G-202 in PSMA-Positive Glioblastoma,4338
1,NCT02607553,Phase II,Completed,"[{'id': 4338, 'therapyName': 'mipsagargin'}]",Safety and Activity of G-202 in Patients With Clear Cell Renal Cell Carcinoma That Expresses PSMA,4338
2,NCT02067156,Phase II,Completed,"[{'id': 4338, 'therapyName': 'mipsagargin'}]","Efficacy, Safety and CNS Exposure of G-202 (Mipsagargin) in Patients With Recurrent or Progressive Glioblastoma",4338
3,NCT02381236,Phase II,Completed,"[{'id': 4338, 'therapyName': 'mipsagargin'}]",G-202 in the Neoadjuvant Setting Followed by Radical Prostatectomy in Patients With Prostate Cancer,4338
0,NCT01610570,Phase Ib/II,Terminated,"[{'id': 1397, 'therapyName': 'Mithramycin'}]",Mithramycin for Children and Adults With Solid Tumors or Ewing Sarcoma,1397
0,NCT01580410,Phase II,"Active, not recruiting","[{'id': 1133, 'therapyName': 'Mitomycin C'}, {'id': 1104, 'therapyName': 'Oxaliplatin'}]",Surgery and Oxaliplatin or Mitomycin C in Treating Patients With Tumors of the Appendix,1133
1,NCT02788201,Phase II,Recruiting,"[{'id': 4, 'therapyName': 'Erlotinib'}, {'id': 2563, 'therapyName': 'Thiotepa'}, {'id': 770, 'therapyName': 'Imatinib'}, {'id': 1154, 'therapyName': 'Dacarbazine'}, {'id': 640, 'therapyName': 'Arsenic trioxide'}, {'id': 1022, 'therapyName': 'Idarubicin'}, {'id': 1133, 'therapyName': 'Mitomycin C'}, {'id': 1641, 'therapyName': 'Thioguanine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1767, 'therapyName': 'Cladribine'}, {'id': 1013, 'therapyName': 'epirubicin'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1137, 'therapyName': 'Bleomycin'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 751, 'therapyName': 'Gefitinib'}, {'id': 1006, 'therapyName': 'Daunorubicin'}, {'id': 2075, 'therapyName': 'Lomustine'}, {'id': 920, 'therapyName': 'Sorafenib'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 1441, 'therapyName': 'Ifosfamide'}, {'id': 2206, 'therapyName': 'Asparaginase'}, {'id': 781, 'therapyName': 'Ixabepilone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 651, 'therapyName': 'Azacitidine'}, {'id': 907, 'therapyName': 'Ruxolitinib'}, {'id': 650, 'therapyName': 'Decitabine'}, {'id': 649, 'therapyName': 'Axitinib'}, {'id': 2950, 'therapyName': 'Estramustine'}, {'id': 1941, 'therapyName': 'Floxuridine'}, {'id': 787, 'therapyName': 'Lapatinib'}, {'id': 1811, 'therapyName': 'Carmustine'}, {'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 829, 'therapyName': 'Nilotinib'}, {'id': 700, 'therapyName': 'Cisplatin'}, {'id': 956, 'therapyName': 'Vismodegib'}, {'id': 953, 'therapyName': 'Vandetanib'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1206, 'therapyName': 'Busulfan'}, {'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 4419, 'therapyName': 'Toremifine'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 2601, 'therapyName': 'Dactinomycin'}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 1075, 'therapyName': 'romidepsin'}, {'id': 1715, 'therapyName': 'Fluorouracil'}, {'id': 1074, 'therapyName': 'Irinotecan'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 942, 'therapyName': 'Topotecan'}, {'id': 3035, 'therapyName': 'Chlorambucil'}, {'id': 3161, 'therapyName': 'Pentostatin'}, {'id': 728, 'therapyName': 'Eribulin'}, {'id': 1624, 'therapyName': 'Carfilzomib'}, {'id': 342, 'therapyName': 'Vemurafenib'}, {'id': 1750, 'therapyName': 'Hydroxyurea'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 2635, 'therapyName': 'Vinblastine'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1877, 'therapyName': 'Tretinoin  '}, {'id': 1746, 'therapyName': 'Clofarabine'}, {'id': 4305, 'therapyName': 'Teniposide'}, {'id': 720, 'therapyName': 'Docetaxel'}, {'id': 848, 'therapyName': 'Pazopanib'}, {'id': 1104, 'therapyName': 'Oxaliplatin'}, {'id': 4304, 'therapyName': 'Streptozocin'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1231, 'therapyName': 'Bendamustine'}, {'id': 4303, 'therapyName': 'Mechlorethamine'}, {'id': 4302, 'therapyName': 'Mitotane'}]",Genomic Based Assignment of Therapy in Advanced Urothelial Carcinoma,1133
2,NCT02349958,Phase II,Recruiting,"[{'id': 1133, 'therapyName': 'Mitomycin C'}, {'id': 700, 'therapyName': 'Cisplatin'}, {'id': 1009, 'therapyName': 'Doxorubicin'}]",Clinical Trial of Intraperitoneal Hyperthermic Chemotherapy,1133
0,NCT02788201,Phase II,Recruiting,"[{'id': 4, 'therapyName': 'Erlotinib'}, {'id': 2563, 'therapyName': 'Thiotepa'}, {'id': 770, 'therapyName': 'Imatinib'}, {'id': 1154, 'therapyName': 'Dacarbazine'}, {'id': 640, 'therapyName': 'Arsenic trioxide'}, {'id': 1022, 'therapyName': 'Idarubicin'}, {'id': 1133, 'therapyName': 'Mitomycin C'}, {'id': 1641, 'therapyName': 'Thioguanine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1767, 'therapyName': 'Cladribine'}, {'id': 1013, 'therapyName': 'epirubicin'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1137, 'therapyName': 'Bleomycin'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 751, 'therapyName': 'Gefitinib'}, {'id': 1006, 'therapyName': 'Daunorubicin'}, {'id': 2075, 'therapyName': 'Lomustine'}, {'id': 920, 'therapyName': 'Sorafenib'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 1441, 'therapyName': 'Ifosfamide'}, {'id': 2206, 'therapyName': 'Asparaginase'}, {'id': 781, 'therapyName': 'Ixabepilone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 651, 'therapyName': 'Azacitidine'}, {'id': 907, 'therapyName': 'Ruxolitinib'}, {'id': 650, 'therapyName': 'Decitabine'}, {'id': 649, 'therapyName': 'Axitinib'}, {'id': 2950, 'therapyName': 'Estramustine'}, {'id': 1941, 'therapyName': 'Floxuridine'}, {'id': 787, 'therapyName': 'Lapatinib'}, {'id': 1811, 'therapyName': 'Carmustine'}, {'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 829, 'therapyName': 'Nilotinib'}, {'id': 700, 'therapyName': 'Cisplatin'}, {'id': 956, 'therapyName': 'Vismodegib'}, {'id': 953, 'therapyName': 'Vandetanib'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1206, 'therapyName': 'Busulfan'}, {'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 4419, 'therapyName': 'Toremifine'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 2601, 'therapyName': 'Dactinomycin'}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 1075, 'therapyName': 'romidepsin'}, {'id': 1715, 'therapyName': 'Fluorouracil'}, {'id': 1074, 'therapyName': 'Irinotecan'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 942, 'therapyName': 'Topotecan'}, {'id': 3035, 'therapyName': 'Chlorambucil'}, {'id': 3161, 'therapyName': 'Pentostatin'}, {'id': 728, 'therapyName': 'Eribulin'}, {'id': 1624, 'therapyName': 'Carfilzomib'}, {'id': 342, 'therapyName': 'Vemurafenib'}, {'id': 1750, 'therapyName': 'Hydroxyurea'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 2635, 'therapyName': 'Vinblastine'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1877, 'therapyName': 'Tretinoin  '}, {'id': 1746, 'therapyName': 'Clofarabine'}, {'id': 4305, 'therapyName': 'Teniposide'}, {'id': 720, 'therapyName': 'Docetaxel'}, {'id': 848, 'therapyName': 'Pazopanib'}, {'id': 1104, 'therapyName': 'Oxaliplatin'}, {'id': 4304, 'therapyName': 'Streptozocin'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1231, 'therapyName': 'Bendamustine'}, {'id': 4303, 'therapyName': 'Mechlorethamine'}, {'id': 4302, 'therapyName': 'Mitotane'}]",Genomic Based Assignment of Therapy in Advanced Urothelial Carcinoma,4302
0,NCT02553460,Phase II,Recruiting,"[{'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 1638, 'therapyName': 'Pegaspargase'}, {'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1642, 'therapyName': 'Leucovorin'}]",Total Therapy for Infants With Acute Lymphoblastic Leukemia (ALL) I,1740
1,NCT02788201,Phase II,Recruiting,"[{'id': 4, 'therapyName': 'Erlotinib'}, {'id': 2563, 'therapyName': 'Thiotepa'}, {'id': 770, 'therapyName': 'Imatinib'}, {'id': 1154, 'therapyName': 'Dacarbazine'}, {'id': 640, 'therapyName': 'Arsenic trioxide'}, {'id': 1022, 'therapyName': 'Idarubicin'}, {'id': 1133, 'therapyName': 'Mitomycin C'}, {'id': 1641, 'therapyName': 'Thioguanine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1767, 'therapyName': 'Cladribine'}, {'id': 1013, 'therapyName': 'epirubicin'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1137, 'therapyName': 'Bleomycin'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 751, 'therapyName': 'Gefitinib'}, {'id': 1006, 'therapyName': 'Daunorubicin'}, {'id': 2075, 'therapyName': 'Lomustine'}, {'id': 920, 'therapyName': 'Sorafenib'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 1441, 'therapyName': 'Ifosfamide'}, {'id': 2206, 'therapyName': 'Asparaginase'}, {'id': 781, 'therapyName': 'Ixabepilone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 651, 'therapyName': 'Azacitidine'}, {'id': 907, 'therapyName': 'Ruxolitinib'}, {'id': 650, 'therapyName': 'Decitabine'}, {'id': 649, 'therapyName': 'Axitinib'}, {'id': 2950, 'therapyName': 'Estramustine'}, {'id': 1941, 'therapyName': 'Floxuridine'}, {'id': 787, 'therapyName': 'Lapatinib'}, {'id': 1811, 'therapyName': 'Carmustine'}, {'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 829, 'therapyName': 'Nilotinib'}, {'id': 700, 'therapyName': 'Cisplatin'}, {'id': 956, 'therapyName': 'Vismodegib'}, {'id': 953, 'therapyName': 'Vandetanib'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1206, 'therapyName': 'Busulfan'}, {'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 4419, 'therapyName': 'Toremifine'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 2601, 'therapyName': 'Dactinomycin'}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 1075, 'therapyName': 'romidepsin'}, {'id': 1715, 'therapyName': 'Fluorouracil'}, {'id': 1074, 'therapyName': 'Irinotecan'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 942, 'therapyName': 'Topotecan'}, {'id': 3035, 'therapyName': 'Chlorambucil'}, {'id': 3161, 'therapyName': 'Pentostatin'}, {'id': 728, 'therapyName': 'Eribulin'}, {'id': 1624, 'therapyName': 'Carfilzomib'}, {'id': 342, 'therapyName': 'Vemurafenib'}, {'id': 1750, 'therapyName': 'Hydroxyurea'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 2635, 'therapyName': 'Vinblastine'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1877, 'therapyName': 'Tretinoin  '}, {'id': 1746, 'therapyName': 'Clofarabine'}, {'id': 4305, 'therapyName': 'Teniposide'}, {'id': 720, 'therapyName': 'Docetaxel'}, {'id': 848, 'therapyName': 'Pazopanib'}, {'id': 1104, 'therapyName': 'Oxaliplatin'}, {'id': 4304, 'therapyName': 'Streptozocin'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1231, 'therapyName': 'Bendamustine'}, {'id': 4303, 'therapyName': 'Mechlorethamine'}, {'id': 4302, 'therapyName': 'Mitotane'}]",Genomic Based Assignment of Therapy in Advanced Urothelial Carcinoma,1740
2,NCT02573363,Phase I,Recruiting,"[{'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 1749, 'therapyName': 'Selinexor'}]",Selinexor With Combination Chemotherapy in Treating Patients With Acute Myeloid Leukemia,1740
3,NCT02518750,Phase II,Recruiting,"[{'id': 1604, 'therapyName': 'Panobinostat + Bortezomib + Dexamethasone'}, {'id': 1638, 'therapyName': 'Pegaspargase'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 3160, 'therapyName': 'Nelarabine'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 3217, 'therapyName': 'Cyclophosphamide + Etoposide'}, {'id': 3216, 'therapyName': 'Cytarabine + Methotrexate + Prednisone'}, {'id': 1746, 'therapyName': 'Clofarabine'}]",Re-Induction Therapy for Relapsed Pediatric T-Cell Acute Lymphoblastic Leukemia or Lymphoma,1740
