,nctId,phase,recruitment,therapies,title,Indications_id
165,NCT02948283,Phase 0,Recruiting,"[{'id': 4919, 'therapyName': 'Metformin + Ritonavir'}]",Metformin Hydrochloride and Ritonavir in Treating Patients With Relapsed or Refractory Multiple Myeloma or Chronic Lymphocytic Leukemia,9538
166,NCT02951819,Phase II,Recruiting,"[{'id': 4951, 'therapyName': 'Bortezomib + Cyclophosphamide + Daratumumab + Dexamethasone'}]",A Study to Evaluate Dara-CyBorD in Previously Untreated and Relapsed Subjects With Multiple Myeloma,9538
167,NCT02952573,Phase II,Recruiting,"[{'id': 4950, 'therapyName': 'Dexamethasone + JNJ-42756493'}]",Testing JNJ-42756493 In Combination With Dexamethasone in Multiple Myeloma That Came Back After a Period of Improvement,9538
168,NCT02978235,Phase Ib/II,Recruiting,"[{'id': 5897, 'therapyName': 'TAS4464'}]",A Dose Finding Study Followed by a Safety and Efficacy Study for Patients With Multiple Myeloma or Lymphoma,9538
169,NCT02992483,Phase I,Recruiting,"[{'id': 5814, 'therapyName': 'MIK665'}]","Phase I Study of MIK665, a Mcl-1 Inhibitor, in Patients With Refractory or Relapsed Lymphoma or Multiple Myeloma",9538
170,NCT03000452,Phase II,"Active, not recruiting","[{'id': 4530, 'therapyName': 'Daratumumab + MEDI4736'}]",A Study to Determine the Efficacy of the Combination of Daratumumab (DARA) Plus Durvalumab (DURVA) (D2) in Subjects With Relapsed and Refractory Multiple Myeloma (RRMM) (FUSION-MM-005),9538
171,NCT03004287,Phase II,Recruiting,"[{'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1624, 'therapyName': 'Carfilzomib'}, {'id': 700, 'therapyName': 'Cisplatin'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 1164, 'therapyName': 'lenalidomide'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 1630, 'therapyName': 'Daratumumab'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1475, 'therapyName': 'Thalidomide'}]",2015-12: A Study Exploring the Use of Early and Late Consolidation/Maintenance Therapy,9538
172,NCT03015792,Phase Ib/II,Recruiting,"[{'id': 5240, 'therapyName': 'Ibrutinib + Lenalidomide + Dexamethasone'}]","Ibrutinib, Lenalidomide, and Dexamethasone in Treating Patients With Multiple Myeloma Ineligible for Transplant",9538
173,NCT03018405,Phase I,Recruiting,"[{'id': 5998, 'therapyName': 'NKR-2 cells'}]",A Dose Escalation Phase I Study to Assess the Safety and Clinical Activity of Multiple Cancer Indications (THINK),9538
174,NCT03030261,Phase II,Not yet recruiting,"[{'id': 1207, 'therapyName': 'Melphalan'}, {'id': 3355, 'therapyName': 'Elotuzumab + Dexamethasone + Pomalidomide'}]","Elotuzumab, Pomalidomide, & Dexamethasone (Elo-Pom-Dex) With Second Autologous Stem Cell Transplantation for Relapsed Multiple Myeloma",9538
175,NCT03068351,Phase I,Recruiting,"[{'id': 937, 'therapyName': 'TEN-010'}, {'id': 5957, 'therapyName': 'Daratumumab + TEN-010'}]",Study of Bromodomain and Extra-Terminal Protein (BET) Inhibitor RO6870810 as Mono- and Combination Therapy in Advanced Multiple Myeloma,9538
176,NCT03091257,Phase I,Recruiting,"[{'id': 1066, 'therapyName': 'Trametinib + Dabrafenib'}, {'id': 3, 'therapyName': 'Dabrafenib'}, {'id': 2, 'therapyName': 'Trametinib'}]",A Study of Dabrafenib and/or Trametinib in Patients With Relapsed and/or Refractory Multiple Myeloma,9538
177,NCT03104270,Phase II,Recruiting,"[{'id': 5555, 'therapyName': 'Carfilzomib + Elotuzumab + Dexamethasone + Pomalidomide'}]",Combination Study for High Risk Multiple Myeloma Patients,9538
178,NCT03106428,Phase I,Recruiting,"[{'id': 5762, 'therapyName': 'MEDI7247'}]",A Multiple Ascending Dose Study of MEDI7247 in Patients With Selected Relapsed/Refractory Hematological Malignancies,9538
179,NCT03110562,Phase III,Recruiting,"[{'id': 5639, 'therapyName': 'Selinexor + Bortezomib + Dexamethasone'}, {'id': 2470, 'therapyName': 'Bortezomib + Dexamethasone'}]","Bortezomib, Selinexor, and Dexamethasone in Patients With Multiple Myeloma (BOSTON)",9538
180,NCT03110822,Phase I,Recruiting,"[{'id': 5550, 'therapyName': 'Methylprednisolone + Lenalidomide + Ruxolitinib'}]","A Phase 1 Study of Ruxolitinib, Steroids and Lenalidomide for Relapsed/Refractory Multiple Myeloma (RRMM) Patients",9538
181,NCT03111992,Phase I,Recruiting,"[{'id': 5311, 'therapyName': 'PDR001 + LCL161'}, {'id': 5397, 'therapyName': 'PDR001 + CJM112'}, {'id': 2659, 'therapyName': 'PDR001'}]","Study of Single Agent CJM112, and PDR001 in Combination With LCL161 or CJM112 in Patients With Multiple Myeloma",9538
182,NCT03143985,Phase I,Recruiting,"[{'id': 5875, 'therapyName': 'Pomalidomide + TEW 7197'}]",TEW-7197 in Combination w/ Pomalidomide in Relapsed or Relapsed and Refractory Multiple Myeloma,9538
183,NCT03145181,Phase I,Recruiting,"[{'id': 5708, 'therapyName': 'JNJ-64007957'}]","Dose Escalation Study of JNJ-64007957, a Humanized BCMA CD3 DuoBody® Antibody, in Participants With Relapsed or Refractory Multiple Myeloma",9538
184,NCT03168100,Phase II,Recruiting,"[{'id': 3342, 'therapyName': 'Bortezomib + Dexamethasone + lenalidomide'}, {'id': 3353, 'therapyName': 'Elotuzumab + Dexamethasone + Lenalidomide'}]","2017-03: A Single-Arm, Open-label Study of Anti-Signaling Lymphocytic Activation Molecule F7 (Anti-SLAMF7) Monoclonal Antibody (mAb) Therapy After Autologous Stem Cell Transplant in Patients With Multiple Myeloma",9538
185,NCT03168438,Phase I,Recruiting,"[{'id': 5877, 'therapyName': 'NY-ESO-1-c259T'}, {'id': 5878, 'therapyName': 'NY-ESO-1-c259T + Pembrolizumab'}]",NY-ESO-1-c259T Alone and in Combination With Pembrolizumab for Multiple Myeloma,9538
186,NCT03194867,Phase Ib/II,Not yet recruiting,"[{'id': 6335, 'therapyName': 'Isatuximab + REGN2810'}]",Isatuximab in Combination With REGN2810 in Relapsed/Refractory Multiple Myeloma (RRMM) Patients,9538
187,NCT03201250,Phase Ib/II,Not yet recruiting,"[{'id': 6330, 'therapyName': 'Cabozantinib + Carfilzomib + Dexamethasone'}]",Cabozantinib as a Targeted Strategy to Reverse Carfilzomib Resistance in Refractory Multiple Myeloma,9538
188,NCT03221634,Phase II,Not yet recruiting,"[{'id': 6115, 'therapyName': 'Daratumumab + Pembrolizumab'}]",Efficacy and Safety Study of Pembrolizumab (MK-3475) in Combination With Daratumumab in Participants With Relapsed Refractory Multiple Myeloma (MK-3475-668/KEYNOTE-668),9538
189,NCT03227432,Phase II,Not yet recruiting,"[{'id': 6118, 'therapyName': 'Dexamethasone + Elotuzumab + Nivolumab + Pomalidomide'}, {'id': 6117, 'therapyName': 'Elotuzumab + Nivolumab'}]",An Exploratory Study to Evaluate the Combination of Elotuzumab and Nivolumab With and Without Pomalidomide in Relapsed Refractory Multiple Myeloma,9538
190,NCT03256045,Phase II,Not yet recruiting,"[{'id': 6289, 'therapyName': 'Carfilzomib + Dexamethasone + Panobinostat'}]","Panobinostat, Carfilzomib and Dexamethasone in Patients With Relapsed or Refractory Multiple Myeloma",9538
191,NCT03267888,Phase I,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab and Radiation Therapy in Patients With Relapsed or Refractory Multiple Myeloma,9538
192,NCT03288493,Phase I,Recruiting,"[{'id': 6280, 'therapyName': 'P-BCMA-101 CAR-T cells'}]",P-BCMA-101 Tscm CAR-T Cells in the Treatment of Patients With Multiple Myeloma (MM),9538
193,NCT03315026,,Not yet recruiting,"[{'id': 3485, 'therapyName': 'siltuximab'}]",Siltuximab to Decrease Symptom Burden After Autologous Stem Cell Transplantation for Patients With Multiple Myeloma and AL Amyloidosis,9538
0,NCT01330966,Phase II,"Active, not recruiting","[{'id': 848, 'therapyName': 'Pazopanib'}]",Study of Pazopanib in the Treatment of Surgically Unresectable or Metastatic Chondrosarcoma,60100
0,NCT01976585,Phase Ib/II,Recruiting,"[{'id': 4337, 'therapyName': 'CDX-301 + poly ICLC '}]",In Situ Vaccine for Low-Grade Lymphoma: Combination of Intratumoral Flt3L and Poly-ICLC With Low-Dose Radiotherapy,8691
1,NCT02542124,Phase II,Recruiting,"[{'id': 5262, 'therapyName': 'Interleukin-12'}]",NM-IL-12 in Cutaneous T-Cell Lymphoma (CTCL) Undergoing Total Skin Electron Beam Therapy (TSEBT),8691
2,NCT02890368,Phase I,Recruiting,"[{'id': 5338, 'therapyName': 'TTI-621'}]",Trial of Intratumoral Injections of TTI-621 in Subjects With Relapsed and Refractory Solid Tumors and Mycosis Fungoides,8691
3,NCT02978625,Phase II,Recruiting,"[{'id': 5080, 'therapyName': 'Talimogene laherparepvec + Nivolumab'}]",Talimogene Laherparepvec and Nivolumab in Treating Patients With Refractory Lymphomas or Advanced or Refractory Non-melanoma Skin Cancers,8691
4,NCT03011814,Phase Ib/II,"Active, not recruiting","[{'id': 1356, 'therapyName': 'Durvalumab'}, {'id': 3934, 'therapyName': 'lenalidomide + MEDI4736'}]",Durvalumab With or Without Lenalidomide in Treating Patients With Relapsed or Refractory Cutaneous or Peripheral T Cell Lymphoma,8691
5,NCT03063632,Phase II,Recruiting,"[{'id': 5367, 'therapyName': 'Pembrolizumab + interferon gamma'}]",Pembrolizumab and Interferon Gamma-1b in Treating Patients With Stage IB-IVB Relapsed or Refractory Mycosis Fungoides and Sezary Syndrome,8691
6,NCT03075553,Phase II,Recruiting,"[{'id': 1312, 'therapyName': 'Nivolumab'}]",Nivolumab in Treating Patients With Relapsed or Refractory Peripheral T-cell Lymphoma,8691
0,NCT01804101,Phase I,"Active, not recruiting","[{'id': 4341, 'therapyName': 'CPX-351'}]",Liposomal Cytarabine-Daunorubicin CPX-351 in Treating Patients With Untreated Myelodysplastic Syndrome or Acute Myeloid Leukemia,50908
1,NCT01822509,Phase I,Recruiting,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Ipilimumab or Nivolumab in Treating Patients With Relapsed Hematologic Malignancies After Donor Stem Cell Transplant,50908
2,NCT01898793,Phase Ib/II,Recruiting,"[{'id': 3409, 'therapyName': 'Aldesleukin + Cyclophosphamide + Fludarabine '}, {'id': 5300, 'therapyName': 'ALT-803 + Cyclophosphamide + Fludarabine phosphate'}]",Cytokine-induced Memory-like NK Cells in Patients With Acute Myeloid Leukemia (AML) or Myelodysplastic Syndrome (MDS),50908
3,NCT02019069,Phase II,Recruiting,"[{'id': 4341, 'therapyName': 'CPX-351'}]",CPX-351 in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia or Myelodysplastic Syndrome,50908
4,NCT02117219,Phase I,Recruiting,"[{'id': 4178, 'therapyName': 'Azacitidine + MEDI4736'}]",Phase 1 Study to Evaluate MEDI4736 in MDS,50908
5,NCT02117297,Phase II,Recruiting,"[{'id': 756, 'therapyName': 'Gemtuzumab ozogamicin'}]",SCT Plus Immune Therapy in Average Risk AML/MDS,50908
6,NCT02221310,Phase II,Recruiting,"[{'id': 3932, 'therapyName': 'Busulfan + Cyclophosphamide + Gemtuzumab ozogamicin'}]",Immunochemotherapy and AlloSCT in Patients With High Risk CD33+ AML/MDS,50908
7,NCT02228525,Phase II,Recruiting,"[{'id': 1749, 'therapyName': 'Selinexor'}]",Selective Inhibitor of Nuclear Export (SINE) Selinexor (KPT-330) in Patients With Myelodysplastic Syndromes,50908
8,NCT02240706,Phase II,Recruiting,"[{'id': 5537, 'therapyName': 'BI 836858'}]",Phase I/II Trial to Investigate BI 836858 in Myelodysplastic Syndromes,50908
9,NCT02269579,Phase II,Recruiting,"[{'id': 4341, 'therapyName': 'CPX-351'}]",Pharmacokinetic and Pharmacodynamic Assessment of Treatment With CPX-351 (Cytarabine: Daunorubicin) Liposome for Injection in Acute Leukemias and MDS Patients With Moderate Hepatic Impairment,50908
10,NCT02273102,Phase I,Recruiting,"[{'id': 6126, 'therapyName': 'Tranylcypromine + Tretinoin '}]",Phase 1 Study of TCP-ATRA for Adult Patients With AML and MDS (TCP-ATRA),50908
11,NCT02281084,Phase II,Recruiting,"[{'id': 651, 'therapyName': 'Azacitidine'}, {'id': 4178, 'therapyName': 'Azacitidine + MEDI4736'}]",Safety and Efficacy Study of CC-486 and Durvalumab in Subjects With Myelodysplastic Syndromes,50908
12,NCT02367456,Phase Ib/II,Recruiting,"[{'id': 4177, 'therapyName': 'Azacitidine + PF-04449913'}]","A Combination Study of PF-04449913 (Glasdegib) and Azacitidine In 1st Line MDS, AML and CMML Patients",50908
13,NCT02462252,Phase II,Recruiting,"[{'id': 4411, 'therapyName': 'anti-thymocyte globulin + BKT140 + Cyclosporine + Methylprednisolone'}]","Phase IIA Open Label Study to Evaluate Efficacy and Safety of BL-8040 Followed by (hATG), Cyclosporine and Methyprednisolone in Adult Subjects With Aplastic Anemia or Hypoplastic Myelodysplastic Syndrome",50908
14,NCT02472145,Phase III,"Active, not recruiting","[{'id': 650, 'therapyName': 'Decitabine'}, {'id': 5909, 'therapyName': 'Decitabine + Talacotuzumab'}]",An Efficacy and Safety Study of Decitabine (DACOGEN) Plus Talacotuzumab (JNJ-56022473; Anti CD123) Versus Decitabine (DACOGEN) Alone in Participants With Acute Myeloid Leukemia (AML) Ineligible for Intensive Chemotherapy,50908
15,NCT02477878,Phase I,Recruiting,"[{'id': 5995, 'therapyName': 'BPX-601'}, {'id': 5992, 'therapyName': 'Rimiducid'}]",Study of Gene Modified Donor T Cell Infusion in Patients With Recurrent Disease After Allogeneic Transplant,50908
16,NCT02487459,Phase I,Not yet recruiting,"[{'id': 6053, 'therapyName': 'BPX-501'}, {'id': 5992, 'therapyName': 'Rimiducid'}]",Safety Study of Gene Modified Donor T-Cells in Adults With Advanced Hematologic Malignancies,50908
17,NCT02498665,Phase I,Recruiting,"[{'id': 4320, 'therapyName': 'DSP-7888'}]",A Study of DSP-7888 Dosing Emulsion in Adult Patients With Advanced Malignancies,50908
18,NCT02508870,Phase I,Recruiting,"[{'id': 651, 'therapyName': 'Azacitidine'}, {'id': 1201, 'therapyName': 'Atezolizumab'}]","A Safety and Pharmacology Study of Atezolizumab (MPDL3280A, Anti-PD-L1 Antibody) Administered Alone or in Combination With Azacitidine in Patients With Myelodysplastic Syndromes",50908
19,NCT02530463,Phase II,Recruiting,"[{'id': 1312, 'therapyName': 'Nivolumab'}, {'id': 651, 'therapyName': 'Azacitidine'}, {'id': 779, 'therapyName': 'Ipilimumab'}]",Nivolumab and Ipilimumab With 5-azacitidine in Patients With Myelodysplastic Syndromes (MDS),50908
20,NCT02553941,Phase I,Recruiting,"[{'id': 3632, 'therapyName': 'Azacitidine + Ibrutinib'}]",Ibrutinib and Azacitidine for Treatment of Higher Risk Myelodysplastic Syndrome,50908
21,NCT02556931,Phase II,Recruiting,"[{'id': 4228, 'therapyName': 'Cyclophosphamide + Fludarabine + Melphalan + Tacrolimus'}]","Shorter Course Tacro After NMA, Related Donor PBSCT With High-dose Posttransplant Cy for Hard-to-Engraft Malignancies",50908
22,NCT02562443,Phase III,Recruiting,"[{'id': 1046, 'therapyName': 'rigosertib'}]",Controlled Study of Rigosertib Versus Physician's Choice of Treatment in MDS Patients After Failure of an HMA (INSPIRE),50908
23,NCT02564536,Phase I,Withdrawn,"[{'id': 3177, 'therapyName': 'Pacritinib + Decitabine'}]",Pacritinib in Combination With Low Dose Decitabine in Intermediate-High Risk Myelofibrosis or Myeloproliferative Neoplasm (MPN)/Myelodysplastic Syndrome (MDS),50908
24,NCT02576301,Phase Ib/II,Recruiting,"[{'id': 3524, 'therapyName': 'OXi4503'}, {'id': 3887, 'therapyName': 'Cytarabine + OXi4503'}]",Dose Escalation of OXi4503 as Single Agent and Combination With Cytarabine w/Subsequent Ph 2 Cohorts for AML and MDS,50908
25,NCT02598661,Phase III,Recruiting,"[{'id': 3710, 'therapyName': 'Imetelstat'}]",Study to Evaluate Imetelstat (JNJ-63935937) in Subjects With International Prognostic Scoring System (IPSS) Low or Intermediate-1 Risk Myelodysplastic Syndrome (MDS),50908
26,NCT02610777,Phase II,"Active, not recruiting","[{'id': 651, 'therapyName': 'Azacitidine'}, {'id': 1688, 'therapyName': 'MLN4924'}]","An Efficacy and Safety Study of Pevonedistat Plus Azacitidine Versus Single-Agent Azacitidine in Participants With Higher-Risk Myelodysplastic Syndromes (HR MDS), Chronic Myelomonocytic Leukemia (CMML) and Low-Blast Acute Myelogenous Leukemia (AML)",50908
27,NCT02666950,Phase II,Recruiting,"[{'id': 822, 'therapyName': 'MK-1775'}, {'id': 712, 'therapyName': 'Cytarabine'}]",WEE1 Inhibitor AZD1775 With or Without Cytarabine in Treating Patients With Advanced Acute Myeloid Leukemia or Myelodysplastic Syndrome,50908
28,NCT02676323,Phase Ib/II,Recruiting,"[{'id': 3732, 'therapyName': 'Cytarabine + Fludarabine + Leucovorin + Panobinostat'}]",Panobinostat With Fludarabine and Cytarabine for Treatment of Children With Acute Myeloid Leukemia or Myelodysplastic Syndrome,50908
29,NCT02677922,Phase Ib/II,Recruiting,"[{'id': 4002, 'therapyName': 'AG-120 + Azacitidine'}, {'id': 651, 'therapyName': 'Azacitidine'}, {'id': 4003, 'therapyName': 'Azacitidine + Enasidenib'}]",A Safety and Efficacy Study of Oral AG-120 Plus Subcutaneous Azacitidine and Oral AG-221 Plus Subcutaneous Azacitidine in Subjects With Newly Diagnosed Acute Myeloid Leukemia (AML),50908
30,NCT02684162,Phase II,Recruiting,"[{'id': 1949, 'therapyName': 'SGI-110'}]",SGI-110 With Donor Lymphocyte Infusion (DLI) for Acute Myelogenous Leukemia (AML) or Myelodysplastic Syndrome (MDS) Relapsing Post Allogeneic Stem Cell Transplantation (AlloSCT),50908
31,NCT02719574,Phase I,Recruiting,"[{'id': 4336, 'therapyName': 'FT-2102'}, {'id': 4449, 'therapyName': 'FT-2102 + Azacitidine'}]",Dose-Escalation Study of FT-2102 as a Single Agent and in Combination With Azacitidine in Patients With AML or MDS With an IDH1 Mutation,50908
32,NCT02721875,Phase I,Terminated,"[{'id': 651, 'therapyName': 'Azacitidine'}, {'id': 957, 'therapyName': 'Volasertib'}]",Trial of Volasertib With or Without Azacitidine in Patients With Myelodysplastic Syndromes,50908
33,NCT02722668,Phase II,Recruiting,"[{'id': 2281, 'therapyName': 'Cyclophosphamide + Fludarabine + Mycophenolate mofetil'}, {'id': 917, 'therapyName': 'Sirolimus'}, {'id': 1844, 'therapyName': 'anti-thymocyte globulin'}]",UCB Transplant for Hematological DIseases Using a Non Myeloablative Prep,50908
34,NCT02728050,Phase Ib/II,Recruiting,"[{'id': 920, 'therapyName': 'Sorafenib'}, {'id': 4363, 'therapyName': 'Cladribine + Cytarabine + Filgrastim + Mitoxantrone'}]","Filgrastim, Cladribine, Cytarabine and Mitoxantrone With or Without Sorafenib Tosylate in Treating Patients With Newly-Diagnosed, High-Risk Acute Myeloid Leukemia or Myelodysplastic Syndrome",50908
35,NCT02743611,Phase I,Recruiting,"[{'id': 5992, 'therapyName': 'Rimiducid'}, {'id': 5991, 'therapyName': 'BPX-701'}]",Dose Finding Study Evaluating Safety and Feasibility in Patients With Relapsed or Refractory Myeloid Neoplasms,50908
36,NCT02756572,Phase I,Recruiting,"[{'id': 917, 'therapyName': 'Sirolimus'}, {'id': 1845, 'therapyName': 'Mycophenolate mofetil'}, {'id': 1650, 'therapyName': 'Cyclosporine'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1767, 'therapyName': 'Cladribine'}, {'id': 1632, 'therapyName': 'Filgrastim'}, {'id': 5215, 'therapyName': 'mitoxantrone hydrochloride'}, {'id': 1166, 'therapyName': 'Fludarabine'}]",Early Allogeneic Hematopoietic Cell Transplantation in Treating Patients With Relapsed or Refractory High-Grade Myelodysplastic Syndrome or Acute Myeloid Leukemia,50908
37,NCT02775903,Phase II,Recruiting,"[{'id': 651, 'therapyName': 'Azacitidine'}, {'id': 4178, 'therapyName': 'Azacitidine + MEDI4736'}]",An Efficacy and Safety Study of Azacitidine Subcutaneous in Combination With Durvalumab (MEDI4736) in Previously Untreated Subjects With Higher-Risk Myelodysplastic Syndromes (MDS) or in Elderly Subjects With Acute Myeloid Leukemia (AML),50908
