,gender,indications,nctId,phase,recruitment,sponsors,therapies,title,updateDate,variantRequirementDetails,variantRequirements
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT02189174,Phase Ib/II,Terminated,Novartis Pharmaceuticals,"[{'id': 1464, 'therapyName': 'CLR457'}]",Study of CLR457 Administered Orally in Adult Patients With Advanced Solid Malignancies,01/16/2016,"[{'molecularProfile': {'id': 1191, 'profileName': 'PIK3CA amp'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1270, 'profileName': 'ERBB2 over exp'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 429, 'profileName': 'PIK3CA mutant'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 2096, 'profileName': 'MET act mut'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 2095, 'profileName': 'PTEN inact mut'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1202, 'profileName': 'EGFR mutant'}, 'requirementType': 'partial'}]",yes
0,both,"[{'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}]",NCT02189343,Phase I,"Active, not recruiting",Acetylon Pharmaceuticals Incorporated ,"[{'id': 1614, 'therapyName': 'ACY-1215 + Pomalidomide + Dexamethasone'}]",Phase 1b Study Evaluating ACY-1215 (Ricolinostat) in Combination With Pomalidomide and Dexamethasone in Relapsed-and-Refractory Multiple Myeloma,04/09/2016,[],no
0,both,"[{'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}]",NCT02190695,Phase II,Recruiting,Temple University,"[{'id': 1608, 'therapyName': 'Decitabine + Carboplatin'}, {'id': 1609, 'therapyName': 'Decitabine + Arsenic trioxide '}]","A Safety and Efficacy Study Using Decitabine, Decitabine/Carboplatin, Decitabine/Arsenic for the Treatment of Relapsed, Refractory, and Elderly Acute Myeloid Leukemia , Myelodysplastic Syndrome and Chronic Myelomonocytic Leukemia",10/02/2014,[],no
0,both,"[{'id': 60061, 'name': 'cutaneous T cell lymphoma', 'source': 'DOID'}]",NCT02192021,Phase I,Recruiting,University of Pittsburgh,"[{'id': 1009, 'therapyName': 'Doxorubicin'}]",Micro Needle Array-Doxorubicin (MNA-D) in Patients With Cutaneous T-cell Lymphoma (CTCL),02/18/2016,[],no
0,both,"[{'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}, {'id': 1115, 'name': 'sarcoma', 'source': 'DOID'}, {'id': 3996, 'name': 'urinary system cancer', 'source': 'DOID'}, {'id': 3119, 'name': 'gastrointestinal system cancer', 'source': 'DOID'}]",NCT02192541,Phase I,Completed,National Cancer Institute (NCI),"[{'id': 1665, 'therapyName': 'Ganetespib + Aflibercept'}]","Ganetespib and Ziv-Aflibercept in Refractory Gastrointestinal Carcinomas, Non-Squamous Non-Small Cell Lung Carcinomas, Urothelial Carcinomas, and Sarcomas",03/01/2016,[],no
0,both,"[{'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}]",NCT02192775,Phase II,Recruiting,University of Arkansas ,"[{'id': 6125, 'therapyName': 'MV-NIS'}]",UARK 2014-21 A Phase II Trial of Oncolytic Virotherapy by Systemic Administration of Edmonston Strain of Measles Virus,09/05/2017,[],no
0,both,"[{'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT02193152,Phase I,Recruiting,Washington University School of Medicine,"[{'id': 848, 'therapyName': 'Pazopanib'}]",Pazopanib in Molecularly Selected Patients With Advanced NSCLC,04/28/2015,"[{'molecularProfile': {'id': 1227, 'profileName': 'FLT3 mutant'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1215, 'profileName': 'PDGFRA mutant'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 2346, 'profileName': 'KDR mutant'}, 'requirementType': 'partial'}]",yes
0,both,"[{'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT02193282,Phase III,Recruiting,National Cancer Institute (NCI),"[{'id': 4, 'therapyName': 'Erlotinib'}]",Erlotinib Hydrochloride in Treating Patients With Stage IB-IIIA Non-Small Cell Lung Cancer That Has Been Completely Removed by Surgery (An ALCHEMIST Treatment Trial),10/14/2014,"[{'molecularProfile': {'id': 367, 'profileName': 'EGFR exon 19 del'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 369, 'profileName': 'EGFR L858R'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 370, 'profileName': 'EGFR T790M'}, 'requirementType': 'excluded'}]",yes
0,both,"[{'id': 3070, 'name': 'malignant glioma', 'source': 'DOID'}]",NCT02193347,Phase I,Recruiting,Duke University,"[{'id': 1635, 'therapyName': 'PEPIDH1M vaccine'}]",RESIST: Patients With IDH1 Positive Recurrent Grade II Glioma Enrolled in a Safety and Immunogenicity Study of Tumor-Specific Peptide Vaccine,12/17/2015,"[{'molecularProfile': {'id': 1253, 'profileName': 'IDH1 R132H'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT02194049,Phase I,Completed,"University of California, Davis","[{'id': 1626, 'therapyName': 'BKM120 + Etoposide + Cisplatin'}]","Cisplatin, Etoposide and PI3K Inhibitor BKM120 in Treating Patients With Advanced Solid Tumors or Small Cell Lung Cancer",06/23/2016,[],no
0,both,"[{'id': 4074, 'name': 'pancreatic adenocarcinoma', 'source': 'DOID'}]",NCT02194829,Phase Ib/II,"Active, not recruiting",National Cancer Institute (NCI),"[{'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 822, 'therapyName': 'MK-1775'}]",Paclitaxel Albumin-Stabilized Nanoparticle Formulation and Gemcitabine Hydrochloride With or Without WEE1 Inhibitor MK-1775 in Treating Patients With Previously Untreated Pancreatic Cancer That Is Metastatic or Cannot Be Removed by Surgery,08/10/2017,[],no
0,both,"[{'id': 1996, 'name': 'rectum adenocarcinoma', 'source': 'DOID'}, {'id': 234, 'name': 'colon adenocarcinoma', 'source': 'DOID'}]",NCT02195011,Phase II,"Active, not recruiting","SCRI Development Innovations, LLC","[{'id': 890, 'therapyName': 'Regorafenib'}]",Safety Study of Regorafenib and SIR-Spheres® Microspheres Radioembolization in Patients With Refractory Metastatic Colorectal Cancer With Liver Metastases,05/09/2017,[],no
0,both,"[{'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}]",NCT02195479,Phase III,Recruiting,"Janssen Research & Development, LLC","[{'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1630, 'therapyName': 'Daratumumab'}, {'id': 1207, 'therapyName': 'Melphalan'}]",A Study of Combination of Daratumumanb and Velcade (Bortezomib) Melphalan-Prednisone (DVMP) Compared to Velcade Melphalan-Prednisone (VMP) in Participants With Previously Untreated Multiple Myeloma,01/24/2017,[],no
0,female,"[{'id': 2152, 'name': 'ovary epithelial cancer', 'source': 'DOID'}, {'id': 1725, 'name': 'peritoneum cancer', 'source': 'DOID'}, {'id': 1963, 'name': 'fallopian tube carcinoma', 'source': 'DOID'}]",NCT02195973,Phase Ib/II,"Active, not recruiting",University of Alabama at Birmingham,"[{'id': 1620, 'therapyName': 'Paclitaxel + Sonidegib'}]",Phase IB/II Trial of LDE225 and Paclitaxel in Recurrent Ovarian Cancer,02/10/2017,[],no
0,both,"[{'id': 50866, 'name': 'oral squamous cell carcinoma', 'source': 'DOID'}, {'id': 8533, 'name': 'hypopharynx cancer', 'source': 'DOID'}, {'id': 2876, 'name': 'laryngeal squamous cell carcinoma', 'source': 'DOID'}, {'id': 50619, 'name': 'paranasal sinus cancer', 'source': 'DOID'}, {'id': 5520, 'name': 'head and neck squamous cell carcinoma', 'source': 'DOID'}, {'id': 8557, 'name': 'oropharynx cancer', 'source': 'DOID'}]",NCT02196168,Phase II,Terminated,National Cancer Institute (NCI),"[{'id': 822, 'therapyName': 'MK-1775'}, {'id': 700, 'therapyName': 'Cisplatin'}]",Cisplatin With or Without WEE1 Inhibitor MK-1775 in Treating Patients With Recurrent or Metastatic Head and Neck Cancer,08/05/2016,[],no
0,both,"[{'id': 1909, 'name': 'melanoma', 'source': 'DOID'}]",NCT02196181,Phase II,Recruiting,National Cancer Institute (NCI),"[{'id': 1066, 'therapyName': 'Trametinib + Dabrafenib'}]",Dabrafenib and Trametinib in Treating Patients With Stage III-IV BRAF Mutant Melanoma That Cannot Be Removed by Surgery,06/19/2017,"[{'molecularProfile': {'id': 499, 'profileName': 'BRAF V600E/K'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}]",NCT02196857,Phase II,Recruiting,M.D. Anderson Cancer Center,"[{'id': 1633, 'therapyName': 'Sorafenib + Azacitidine'}]",Sorafenib Plus 5-Azacitidine Initial Therapy of Patients With Acute Myeloid Leukemia (AML) and High Risk Myelodysplastic Syndrome (MS) With FLT3-ITD Mutation,02/10/2015,[],no
0,both,"[{'id': 3068, 'name': 'glioblastoma multiforme', 'source': 'DOID'}, {'id': 3071, 'name': 'gliosarcoma', 'source': 'DOID'}]",NCT02197169,Phase I,"Active, not recruiting","DNAtrix, Inc. ","[{'id': 4407, 'therapyName': 'DNX-2401'}, {'id': 4444, 'therapyName': 'DNX-2401 + interferon gamma '}]",DNX-2401 With Interferon Gamma (IFN-gamma) for Recurrent Glioblastoma or Gliosarcoma Brain Tumors (TARGET-I),12/07/2016,[],no
0,both,"[{'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT02197234,Phase I,"Active, not recruiting",AstraZeneca,"[{'id': 1645, 'therapyName': 'Osimertinib + Simvastatin'}, {'id': 660, 'therapyName': 'Osimertinib'}]",Study to Assess the Effect of AZD9291 on the Blood Levels of Simvastatin in Patients With EGFRm+ NSCLC,07/15/2015,"[{'molecularProfile': {'id': 423, 'profileName': 'EGFR act mut'}, 'requirementType': 'required'}, {'molecularProfile': {'id': 1207, 'profileName': 'EGFR G719X'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1051, 'profileName': 'EGFR L861Q'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 369, 'profileName': 'EGFR L858R'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 367, 'profileName': 'EGFR exon 19 del'}, 'requirementType': 'partial'}]",yes
0,both,"[{'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT02197247,Phase I,"Active, not recruiting",AstraZeneca,"[{'id': 1644, 'therapyName': 'Osimertinib + Rifampin'}, {'id': 660, 'therapyName': 'Osimertinib'}]","Study to Assess the Effect of Rifampicin on Blood Levels and Safety of AZD9291, in Patients With EGFRm+ NSCLC",07/15/2015,"[{'molecularProfile': {'id': 367, 'profileName': 'EGFR exon 19 del'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1202, 'profileName': 'EGFR mutant'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 369, 'profileName': 'EGFR L858R'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1207, 'profileName': 'EGFR G719X'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1051, 'profileName': 'EGFR L861Q'}, 'requirementType': 'partial'}]",yes
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT02197572,Phase I,"Active, not recruiting","Millennium Pharmaceuticals, Inc.","[{'id': 1282, 'therapyName': 'Sapanisertib'}]",Effect of MLN0128 on the QTc Interval in Participants With Advanced Solid Tumors,09/19/2015,[],no
0,both,"[{'id': 4006, 'name': 'bladder urothelial carcinoma', 'source': 'DOID'}]",NCT02197897,Phase II,Recruiting,Baylor College of Medicine,"[{'id': 1456, 'therapyName': 'Tamoxifen'}]",Evaluation the Treatment of Tamoxifen of Low/Intermediate Risk Bladder Tumors,06/24/2015,[],no
0,,[],NCT02198417,,"Active, not recruiting",Massachusetts General Hospital ,[],Metformin Treatment in Polycystic Ovary Syndrome (PCOS),03/23/2017,[],no
0,female,"[{'id': 1725, 'name': 'peritoneum cancer', 'source': 'DOID'}, {'id': 1964, 'name': 'fallopian tube cancer', 'source': 'DOID'}, {'id': 2394, 'name': 'ovarian cancer', 'source': 'DOID'}]",NCT02199171,Phase I,Unknown status,"University of California, Irvine","[{'id': 1092, 'therapyName': 'Carboplatin'}]","Heated Carboplatin in Treating Patients With Stage II-IV Ovarian, Fallopian Tube, or Peritoneal Cancer",06/20/2017,[],no
0,male,"[{'id': 2526, 'name': 'prostate adenocarcinoma', 'source': 'DOID'}]",NCT02199197,Phase II,Recruiting,University of Utah,"[{'id': 1262, 'therapyName': 'Enzalutamide'}]",Radium Ra 223 With Enzalutamide in Men With Metastatic Castration Refractory Prostate Cancer,10/07/2014,[],no
0,both,"[{'id': 9256, 'name': 'colorectal cancer', 'source': 'DOID'}]",NCT02199223,Phase I,Terminated,University of Utah ,"[{'id': 1617, 'therapyName': 'Regorafenib + Panitumumab'}]",Regorafenib + Panitumumab,09/23/2016,"[{'molecularProfile': {'id': 496, 'profileName': 'KRAS wild-type'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 1993, 'name': 'rectum cancer', 'source': 'DOID'}, {'id': 14110, 'name': 'anus cancer', 'source': 'DOID'}]",NCT02199236,Phase I,Recruiting,Memorial Sloan-Kettering Cancer Center,"[{'id': 1619, 'therapyName': 'Capecitabine + Fluorouracil'}]",Dose Escalation Trial of Endoluminal High-Dose-Rate Brachytherapy With Concurrent Chemotherapy for Rectal or Anal Cancer in Patients With Recurrent Disease or Undergoing Non-Operative Management,10/07/2014,[],no
0,both,"[{'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}]",NCT02199665,Phase I,"Active, not recruiting",University of Chicago ,"[{'id': 2985, 'therapyName': 'Carfilzomib + Dexamethasone + Selinexor'}]","Selinexor, Carfilzomib, and Dexamethasone in Treating Patients With Relapsed or Refractory Multiple Myeloma",11/30/2016,[],no
0,both,"[{'id': 60060, 'name': 'non-Hodgkin lymphoma', 'source': 'DOID'}, {'id': 8552, 'name': 'chronic myeloid leukemia', 'source': 'DOID'}, {'id': 8567, 'name': ""Hodgkin's lymphoma"", 'source': 'DOID'}, {'id': 1040, 'name': 'chronic lymphocytic leukemia', 'source': 'DOID'}, {'id': 4960, 'name': 'bone marrow cancer', 'source': 'DOID'}, {'id': 9952, 'name': 'acute lymphocytic leukemia', 'source': 'DOID'}, {'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}]",NCT02200380,Phase II,Terminated,Celldex Therapeutics ,"[{'id': 1756, 'therapyName': 'Plerixafor'}, {'id': 3007, 'therapyName': 'CDX-301'}]",A Safety and Tolerability Study of CDX-301 With or Without Plerixafor for Stem Cell Mobilization in Matched Related Allogeneic Donor/Recipient Sibling Transplant Pairs,05/25/2016,[],no
0,both,"[{'id': 1909, 'name': 'melanoma', 'source': 'DOID'}]",NCT02200562,Phase Ib/II,Terminated,University of Utah,"[{'id': 1257, 'therapyName': 'Dabrafenib + Ipilimumab'}]",Ipilimumab and Dabrafenib in the 1st Line Tx of Unresectable Stage III/IV Melanoma,01/25/2017,"[{'molecularProfile': {'id': 654, 'profileName': 'BRAF V600R'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 499, 'profileName': 'BRAF V600E/K'}, 'requirementType': 'partial'}]",yes
0,male,"[{'id': 2526, 'name': 'prostate adenocarcinoma', 'source': 'DOID'}]",NCT02200614,Phase III,Recruiting,"Orion Corporation, Orion Pharma","[{'id': 836, 'therapyName': 'ODM-201'}]",Efficacy and Safety Study of ODM-201 in Men With High-risk Non-metastatic Castration-resistant Prostate Cancer,10/10/2014,[],no
0,both,"[{'id': 5409, 'name': 'lung small cell carcinoma', 'source': 'DOID'}]",NCT02200757,Phase II,Recruiting,CytRx,"[{'id': 1440, 'therapyName': 'Aldoxorubicin'}, {'id': 942, 'therapyName': 'Topotecan'}]",Efficacy and Safety of Aldoxorubicin Compared to Topotecan in Subjects With Metastatic Small Cell Lung Cancer,11/17/2014,[],no
0,both,"[{'id': 1040, 'name': 'chronic lymphocytic leukemia', 'source': 'DOID'}]",NCT02200848,Phase I,Terminated,Georgetown University ,"[{'id': 1610, 'therapyName': 'Rituximab + Lenalidomide + Ibrutinib'}]","Phase I Study of Lenalidomide, Rituximab and Ibrutinib in Relapsed/Refractory CLL",05/12/2017,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT02201212,Phase II,Recruiting,Dana-Farber Cancer Institute,"[{'id': 735, 'therapyName': 'Everolimus'}]",Everolimus for Cancer With TSC1 or TSC2 Mutation,07/16/2015,[],yes
0,both,"[{'id': 8533, 'name': 'hypopharynx cancer', 'source': 'DOID'}, {'id': 2876, 'name': 'laryngeal squamous cell carcinoma', 'source': 'DOID'}, {'id': 8557, 'name': 'oropharynx cancer', 'source': 'DOID'}]",NCT02201355,Phase I,"Active, not recruiting",University of Texas Southwestern Medical Center,"[{'id': 700, 'therapyName': 'Cisplatin'}]","Reduced-Volume Hypofractionated, PET-directed Intensity Modulated Radiotherapy Concurrent With Weekly Cisplatin Chemotherapy for Squamous Cell Carcinoma of the Head and Neck",12/30/2016,[],no
0,both,"[{'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT02201992,Phase III,Recruiting,Eastern Cooperative Oncology Group,"[{'id': 706, 'therapyName': 'Crizotinib'}]",Crizotinib in Treating Patients With Stage IB-IIIA Non-small Cell Lung Cancer That Has Been Removed by Surgery and ALK Fusion Mutations (An ALCHEMIST Treatment Trial),11/03/2014,[],yes
0,both,"[{'id': 1612, 'name': 'breast cancer', 'source': 'DOID'}]",NCT02202746,Phase II,"Active, not recruiting","Clovis Oncology, Inc.","[{'id': 1029, 'therapyName': 'Lucitanib'}]","A Study to Assess the Safety and Efficacy of the VEGFR-FGFR Inhibitor, Lucitanib, Given to Patients With FGF Aberrant Metastatic Breast Cancer",04/07/2016,"[{'molecularProfile': {'id': 812, 'profileName': 'FGFR1 amp'}, 'requirementType': 'partial'}]",yes
0,female,"[{'id': 2394, 'name': 'ovarian cancer', 'source': 'DOID'}, {'id': 1612, 'name': 'breast cancer', 'source': 'DOID'}, {'id': 1964, 'name': 'fallopian tube cancer', 'source': 'DOID'}, {'id': 1791, 'name': 'peritoneal carcinoma', 'source': 'DOID'}]",NCT02203513,Phase II,Recruiting,National Cancer Institute (NCI),"[{'id': 1651, 'therapyName': 'Prexasertib'}]","Chk1/2 Inhibitor (LY2606368) in Women With BRCA1/2 Mutation Associated Breast or Ovarian Cancer, Non-High Risk Triple Negative Breast Cancer, and Grade Serous Ovarian Cancer at Low Genetic Risk",11/10/2015,"[{'molecularProfile': {'id': 1205, 'profileName': 'BRCA1 mutant'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1206, 'profileName': 'BRCA2 mutant'}, 'requirementType': 'partial'}]",yes
0,both,"[{'id': 50745, 'name': 'diffuse large B-cell lymphoma', 'source': 'DOID'}, {'id': 3234, 'name': 'central nervous system lymphoma', 'source': 'DOID'}]",NCT02203526,Phase I,Suspended,National Cancer Institute (NCI),"[{'id': 1607, 'therapyName': 'Temozolomide + Etoposide + Doxil + Dexamethasone + Ibrutinib'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 897, 'therapyName': 'Rituximab'}]","Phase 1 Study of Ibrutinib and Immuno-Chemotherapy Using Dose-Adjusted-Temozolomide, Etoposide, Doxil, Dexamethasone, Ibrutinib,Rituximab (DA-TEDDI-R) in Primary CNS Lymphoma",06/02/2016,[],no
0,both,"[{'id': 8923, 'name': 'skin melanoma', 'source': 'DOID'}]",NCT02203604,Phase II,"Active, not recruiting","Rutgers, The State University of New Jersey","[{'id': 1612, 'therapyName': 'Aldesleukin + Ipilimumab'}]",High-Dose Aldesleukin and Ipilimumab in Treating Patients With Stage III-IV Melanoma That Cannot Be Removed By Surgery,07/13/2016,[],no
0,male,"[{'id': 2526, 'name': 'prostate adenocarcinoma', 'source': 'DOID'}]",NCT02203695,Phase II,Recruiting,Sidney Kimmel Comprehensive Cancer Center,"[{'id': 1262, 'therapyName': 'Enzalutamide'}]",Randomized Salvage Radiation Therapy Plus Enzalutamide Post Prostatectomy,09/29/2015,[],no
0,both,"[{'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}]",NCT02203773,Phase I,"Active, not recruiting",AbbVie ,"[{'id': 1636, 'therapyName': 'GDC-0199 + Decitabine'}, {'id': 1637, 'therapyName': 'GDC-0199 + Azacitidine'}]",Phase 1b Acute Myelogenous Leukemia (AML) Study With ABT-199 + Decitabine or Azacitidine (Chemo Combo),07/13/2017,[],no
0,both,"[{'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}]",NCT02204020,Phase II,Withdrawn,University of Pittsburgh,"[{'id': 651, 'therapyName': 'Azacitidine'}]",Phase II Study of 5-azacytidine Maintenance After Transplant for AML or MDS,07/08/2016,[],no
0,male,"[{'id': 2526, 'name': 'prostate adenocarcinoma', 'source': 'DOID'}]",NCT02204072,Phase I,Recruiting,Boehringer Ingelheim ,"[{'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 2916, 'therapyName': 'Xentuzumab'}]",BI836845 Plus Enzalutamide in Castrate Resistant Prostate Cancer (CRPC),12/10/2015,[],no
0,both,"[{'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}]",NCT02204085,Phase Ib/II,Recruiting,Dana-Farber Cancer Institute,"[{'id': 3426, 'therapyName': 'GO-203-2C'}]","A Phase I/II Trial of the MUC1 Inhibitor, GO-203-2C in Patients With Relapsed or Refractory Acute Myeloid Leukemia",01/29/2016,[],no
0,female,"[{'id': 60080, 'name': 'Her2-receptor negative breast cancer', 'source': 'DOID'}]",NCT02204098,Phase I,Recruiting,Washington University School of Medicine,"[{'id': 794, 'therapyName': 'Letrozole'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 759, 'therapyName': 'Goserelin'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 1456, 'therapyName': 'Tamoxifen'}]",Safety and Immune Response to a Mammaglobin-A DNA Vaccine In Breast Cancer Patients Undergoing Neoadjuvant Endocrine Therapy,01/08/2015,"[{'molecularProfile': {'id': 1184, 'profileName': 'ERBB2 neg'}, 'requirementType': 'required'}]",yes
