nctId,title
NCT02431260,"An Open-Label, Dose-Escalation Study of INCB054329 in Patients With Advanced Malignancies"
NCT02431559,"A Phase 1/2 Study of Motolimod (VTX-2337) and MEDI4736 in Subjects With Recurrent, Platinum-Resistant Ovarian Cancer for Whom Pegylated Liposomal Doxorubicin (PLD) is Indicated"
NCT02431676,Survivorship Promotion In Reducing IGF-1 Trial (SPIRIT)
NCT02432274,Study of Lenvatinib in Children and Adolescents With Refractory or Relapsed Solid Malignancies
NCT02432326,A Study of BBI608 and BBI503 Administered in Combination to Adult Patients With Advanced Solid Tumors
NCT02432560,Safety and Durability of Sirolimus for Treatment of LAM
NCT02432690,A Study of BBI503 in Asymptomatic Recurrent Ovarian Cancer Patients With CA-125 Elevation
NCT02432846,Intratumoral Vaccination With Intuvax Pre-nephrectomy Followed by Sunitinib Post-nephrectomy vs Sunitinib Post-nephrectomy in Newly Diagnosed Metastatic Renal Cell Carcinoma (mRCC) (MERECA)
NCT02432963,Vaccine Therapy and Pembrolizumab in Treating Patients With Solid Tumors That Have Failed Prior Therapy
NCT02434354,A Tissue Collection Study of Pembrolizumab (MK-3475) in Subjects With Resectable Advanced Melanoma
NCT02435121,A Study Assessing Efficacy and Safety of SAR125844 in NSCLC Patients With MET Amplification
NCT02435433,A Study of Ramucirumab (LY3009806) Versus Placebo in Participants With Hepatocellular Carcinoma and Elevated Baseline Alpha-Fetoprotein (REACH-2)
NCT02435680,Efficacy Study of MCS110 Given With Carboplatin and Gemcitabine in Advanced Triple Negative Breast Cancer (TNBC)
NCT02435849,Determine Efficacy and Safety of CTL019 in Pediatric Patients With Relapsed and Refractory B-cell ALL (ELIANA)
NCT02436408,VISmodegib for ORbital and Periocular Basal Cell Carcinoma
NCT02436668,"Study of Ibrutinib vs Placebo, in Combination With Nab-paclitaxel and Gemcitabine, in the First Line Treatment of Patients With Metastatic Pancreatic Adenocarcinoma"
NCT02436707,Novel Combination Therapy in the Treatment of Relapsed and Refractory Aggressive B-Cell Lymphoma
NCT02436993,Breast Cancer Treatment Using Weekly Carboplatin + Paclitaxel With Pertuzumab + Trastuzumab (HER2+) or Bevacizumab (HER2-) in the Neoadjuvant Setting
NCT02437071,Assess the Efficacy of Pembrolizumab Plus Radiotherapy or Ablation in Metastatic Colorectal Cancer Patients
NCT02437136,Ph1b/2 Dose-Escalation Study of Entinostat With Pembrolizumab in NSCLC With Expansion Cohorts in NSCLC and Melanoma
NCT02437318,Study Assessing the Efficacy and Safety of Alpelisib Plus Fulvestrant in Men and Postmenopausal Women With Advanced Breast Cancer Which Progressed on or After Aromatase Inhibitor Treatment.
NCT02437370,Pembrolizumab and Docetaxel or Gemcitabine Hydrochloride in Treating Patients Urothelial Cancer
NCT02437812,"Study of Paclitaxel, Carboplatin and Oral Metformin in the Treatment of Advanced Stage Ovarian Carcinoma"
NCT02438007,A Study of Galeterone Compared to Enzalutamide In Men Expressing Androgen Receptor Splice Variant-7 mRNA (AR-V7) Metastatic CRPC
NCT02438722,"S1403, Afatinib Dimaleate With or Without Cetuximab in Treating Patients With Newly Diagnosed Stage IV or Recurrent, EGFR Mutation Positive Non-small Cell Lung Cancer"
NCT02439450,A Study of Combination Therapies With Viagenpumatucel-L (HS-110) in Patients With Non-Small Cell Lung Cancer
NCT02439723,Effects of LBM and PPIs on Pharmacokinetics and Safety of Regorafenib (BAY 73-4506) in Cancer Patients
NCT02440425,Dose Dense Paclitaxel With Pembrolizumab (MK-3475) in Platinum Resistant Ovarian Cancer
NCT02440464,Allogeneic Hematopoietic Stem Cell Transplantation With Ixazomib for High Risk Multiple Myeloma (BMT CTN 1302)
NCT02441517,A Study of Enzalutamide Re-treatment in Metastatic Castration-resistant Prostate Cancer After Docetaxel Treatment in Patients Who Have Previously Received Enzalutamide
NCT02441686,"Phase II Study of Efficacy and Safety of Lenalidomide, Subcutaneous Bortezomib and Dexamethasone Therapy for Newly Diagnosed Multiple Myeloma"
NCT02441946,"A Phase 2 Neoadjuvant Study of Abemaciclib (LY2835219) in Postmenopausal Women With Hormone Receptor Positive, HER2 Negative Breast Cancer"
NCT02442297,T Cells Expressing HER2-specific Chimeric Antigen Receptors(CAR) for Patients With Glioblastoma
NCT02442414,A Phase 1 Study of KBP-5209 in Patients With Advanced Solid Tumors
NCT02443077,Ibrutinib Before and After Stem Cell Transplant in Treating Patients With Relapsed or Refractory Diffuse Large B-cell Lymphoma
NCT02443324,"A Study of Ramucirumab Plus Pembrolizumab in Participants With Gastric or GEJ Adenocarcinoma, NSCLC or Transitional Cell Carcinoma of the Urothelium"
NCT02443337,A Study of LY3023414 and Necitumumab in Squamous Lung Cancer
NCT02443883,A Phase 2 Study of Ramucirumab (LY3009806) in Participants With Gastric or Gastroesophageal Junction (GEJ) Cancer
NCT02444741,MK-3475 and Hypofractionated Stereotactic Radiation Therapy in Patients With Non-Small Cell Lung Cancer (NSCLC)
NCT02444793,A Study of PF-05082566 In Combination With Mogamulizumab In Patients With Advanced Solid Tumors
NCT02445248,Study of Efficacy and Safety of CTL019 in Adult DLBCL Patients (JULIET)
NCT02446236,"Dose Finding Study of Bruton's Tyrosine Kinase (BTK) Inhibitor, Ibrutinib (PCI-32765) Plus Lenalidomide / Rituximab in Relapsed or Refractory Mantle Cell Lymphoma (MCL)"
NCT02446405,Enzalutamide in First Line Androgen Deprivation Therapy for Metastatic Prostate Cancer
NCT02446431,Metronomic Therapy for Pediatric Patients With Solid Tumors at High Risk of Recurrence
NCT02446444,"Enzalutamide in Androgen Deprivation Therapy With Radiation Therapy for High Risk, Clinically Localised, Prostate Cancer"
NCT02446457,Study of Rituximab Plus Pembrolizumab (MK-3475) in Subjects With Relapsed Follicular Lymphoma
NCT02446600,"Olaparib or Cediranib Maleate and Olaparib Compared With Standard Platinum-Based Chemotherapy in Treating Patients With Recurrent Platinum-Sensitive Ovarian, Fallopian Tube, or Primary Peritoneal Cancer"
NCT02446704,Study of Olaparib and Temozolomide in Patients With Recurrent Small Cell Lung Cancer Following Failure of Prior Chemotherapy
NCT02447003,Study of Pembrolizumab (MK-3475) Monotherapy for Metastatic Triple-Negative Breast Cancer (MK-3475-086/KEYNOTE-086)
NCT02448251,"Safety, Pharmacokinetic and Preliminary Efficacy Study of AC0010MA in Advanced Non Small Cell Lung Cancer"
NCT02448303,Pembrolizumab Alone and In Combination With ACP-196 in Subjects With Advanced Non-small Cell Lung Cancer
NCT02448589,An Investigation of TAS-119 Monotherapy and in Combination With Docetaxel
NCT02448771,A Study of Palbociclib in Combination With Bazedoxifene in Hormone Receptor Positive Breast Cancer
NCT02448810,Phase 2a Study of BAX69 and 5-FU/Leucovorin or Panitumumab Versus Standard of Care in Subjects With Metastatic Colorectal Cancer
NCT02449239,Vicinium Treatment for Subjects With Non-muscle Invasive Bladder Cancer Previously Treated With BCG
NCT02449681,Study for Treatment of Patients With Recurrent or Metastatic SCCHN or SCCS
NCT02450175,"Etiology of the Platelet-Cancer Metastatic Pathway - A Study of Inflammatory Markers, Platelet Characteristics and Metastatic Surrogates in Cancer Patients and Controls"
NCT02450331,"IMvigor 010 Study: Anti-Programmed Death-Ligand 1 (PD-L1) Antibody MPDL3280A Treatment Versus Observation as Adjuvant Therapy in Patients With PD-L1 Positive, High Risk Muscle Invasive Bladder Cancer After Cystectomy"
NCT02450539,A Study of Abemaciclib (LY2835219) in Participants With Stage IV Squamous Non-small Cell Lung Cancer
NCT02450591,Local Therapies for Oligometastatic Non-Small Cell Lung Cancer Harboring Sensitizing EGFR Mutations
NCT02451423,Study of MPDL3280A in Bladder Cancer
NCT02451553,"Afatinib Dimaleate and Capecitabine in Treating Patients With Advanced Refractory Solid Tumors, Pancreatic Cancer or Biliary Cancer"
NCT02451852,AZD9291 US Expanded Access Program
NCT02451865,"Binimetinib With Docetaxel in Treating Patients With Previously Treated, Stage IV Non-small Cell Lung Cancer"
NCT02451930,A Study of the Combination of Necitumumab (LY3012211) and Pembrolizumab (MK3475) in Participants With NSCLC
NCT02451943,A Study of Doxorubicin Plus Olaratumab (LY3012207) in Participants With Advanced or Metastatic Soft Tissue Sarcoma
NCT02451982,Neoadjuvant/Adjuvant GVAX Pancreas Vaccine (With CY) With or Without Nivolumab Trial for Surgically Resectable Pancreatic Cancer
NCT02452008,Study of TGF-Beta Receptor Inhibitor LY2157299 and Enzalutamide in Metastatic Castration-resistant Prostate Cancer
NCT02452268,A Phase I/Ib Study of NIZ985 in Combination With PDR001 in Adults With Metastatic Cancers
NCT02452281,Pilot Study to Evaluate the Effects of a Vaccine (HSPPC-96) Combined With Ipilimumab in Patients With Advanced Melanoma
NCT02452424,A Combination Clinical Study of PLX3397 and Pembrolizumab To Treat Advanced Melanoma and Other Solid Tumors
NCT02452463,Nintedanib Compared With Placebo in Treating Against Radiation-Induced Pneumonitis in Patients With Non-small Cell Lung Cancer That Cannot Be Removed by Surgery and Are Undergoing Chemoradiation Therapy
NCT02452775,Autologous OC-L Vaccine and Ovarian Cancer
NCT02452970,RRx-001 in Second Line Treatment of Advanced Cholangiocarcinoma Prior to Readministration of First-Line Therapy (EPIC)
NCT02453282,Phase III Open Label First Line Therapy Study of MEDI 4736 With or Without Tremelimumab Versus SOC in Non Small-Cell Lung Cancer (NSCLC).
NCT02453594,Study of Pembrolizumab (MK-3475) in Participants With Relapsed or Refractory Classical Hodgkin Lymphoma (MK-3475-087/KEYNOTE-087)
NCT02453620,"Entinostat, Nivolumab, and Ipilimumab in Treating Patients With Solid Tumors That Are Metastatic or Cannot Be Removed by Surgery or Locally Advanced or Metastatic HER2-Negative Breast Cancer"
NCT02454010,A Dose Escalation Study of Radio-labeled Antibody for the Treatment of Advanced Cancer
NCT02454179,Study of the Combination of ACP-196 and Pembrolizumab in Subjects With Advanced Head and Neck Squamous Cell Carcinoma
NCT02454270,A Dose Escalation Study of JNJ-64052781 in Participants With Relapsed or Refractory B-cell Malignancies
NCT02454842,"Study for Treatment of Patients With EGFR Mutant, T790M-negative NSCLC"
NCT02454933,Study of AZD9291 Plus MEDI4736 Versus AZD9291 Monotherapy in NSCLC After Previous EGFR TKI Therapy in T790M Mutation Positive Tumours
NCT02454972,Clinical Trial of Lurbinectedin (PM01183) in Selected Advanced Solid Tumors
NCT02455297,Phase IIa Study of Copanlisib in Relapsed or Refractory Mantle Cell Lymphoma (MCL)
NCT02456701,Enhancing Radioiodine Incorporation Into BRAF Mutant Thyroid Cancers With the Combination of Vemurafenib and KTN3379
NCT02456857,"Liposomal Doxorubicin, Bevacizumab and Temsirolimus (DAT) in Triple-Negative Breast Cancer (TNBC) Insensitive to Standard Neoadjuvant Chemotherapy"
NCT02456883,"Study to Investigate the Absorption, Metabolism and Excretion of [14C] ASP2215 in Patients With Advanced Solid Tumors"
NCT02457351,Roniciclib (BAY 1000394) Drug-Drug Interaction (DDI) Study
NCT02457793,"A Study of the Safety, Tolerability, and Effects of Cobimetinib and GDC-0994 in Patients With Locally Advanced or Metastatic Solid Tumors"
NCT02457910,Taselisib and Enzalutamide in Treating Patients With Androgen Receptor Positive Triple-Negative Metastatic Breast Cancer
NCT02458339,Methotrexate Infusion Into Fourth Ventricle in Children With Recurrent Malignant Fourth Ventricular Brain Tumors
NCT02458638,An Open Label Study of MPDL3280A in Advanced Solid Tumors
NCT02459119,Study of Regorafenib for Urothelial Cancer Following Chemotherapy (UAB 1477)
NCT02459301,"Dose-Ranging Study of IPH2201 in Patients With High Grade Serious CA of Ovarian, Fallopian Tube or Peritoneal Origin"
NCT02460198,Study of Pembrolizumab (MK-3475) as Monotherapy in Participants With Previously-Treated Locally Advanced Unresectable or Metastatic Colorectal Cancer (MK-3475-164/KEYNOTE-164)
NCT02460224,Safety and Efficay of LAG525 Single Agent and in Combination With PDR001 in Patients With Advanced Malignancies
NCT02460367,Immunotherapy Combination Study in Advanced Previously Treated Non-Small Cell Lung Cancer
NCT02460991,A Study of ONCO-DOX in Locally Advanced Hepatocellular Carcinoma
NCT02462252,"Phase IIA Open Label Study to Evaluate Efficacy and Safety of BL-8040 Followed by (hATG), Cyclosporine and Methyprednisolone in Adult Subjects With Aplastic Anemia or Hypoplastic Myelodysplastic Syndrome"
NCT02463032,Efficacy and Safety of GTx-024 in Patients With ER+/AR+ Breast Cancer
NCT02463799,Ph 2 Study of Sipuleucel-T W/ or W/O Radium-223 in Men With Asymptomatic or Minimally Symptomatic Bone-MCRPC
NCT02463994,A Pilot Study of MPDL3280A and HIGRT in Metastatic NSCLC
NCT02464228,Study of Tipifarnib in Subjects With Relapsed or Refractory Peripheral T-Cell Lymphoma
NCT02464657,Nivolumab in Acute Myeloid Leukemia (AML)
NCT02464761,Photodynamic Therapy for the Treatment of Vertebral Metastases
NCT02465060,NCI-MATCH Targeted Therapy Directed by Genetic Testing in Treating Patients With Advanced Refractory Solid Tumors or Lymphomas
NCT02466009,Regorafenib in Metastatic Colorectal Cancer
NCT02466568,Study of Nivolumab in Combination With GM.CD40L Vaccine in Adenocarcinoma of the Lung
NCT02466802,Study of Regorafenib and Sildenafil for Advanced Solid Tumors
NCT02467270,Ponatinib in Patients With Resistant Chronic Phase Chronic Myeloid Leukemia (CML) to Characterize the Efficacy and Safety of a Range of Doses
NCT02467361,A Study of BBI608 Administered in Combination With Immune Checkpoint Inhibitors in Adult Patients With Advanced Cancers
NCT02468661,"A Safety and Efficacy Study of INC280 Alone, and in Combination With Erlotinib, Compared to Chemotherapy, in Advanced/Metastatic Non-small Cell Lung Cancer Patients With EGFR Mutation and cMET Amplification"
NCT02469415,Pacritinib for Patients With Lower-Risk Myelodysplastic Syndromes (MDS)
NCT02469701,BrUOG 317: Nivolumab and Ablation For Patients With Advanced Non-Small Cell Lung Cancer Progressing After at Least One Prior Therapy For Metastatic Disease
NCT02470091,Denosumab in Treating Patients With Recurrent or Refractory Osteosarcoma
NCT02470585,"Veliparib With Carboplatin and Paclitaxel and as Continuation Maintenance Therapy in Subjects With Newly Diagnosed Stage III or IV, High-grade Serous, Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancer"
NCT02470741,Pilot of Letrozole for Uterine Myomas (PLUM)
NCT02471716,Study of FPA008 in Patients With Pigmented Villonodular Synovitis / Diffuse Type Tenosynovial Giant Cell Tumor
NCT02471846,A Study of GDC-0919 and MPDL3280A Combination Treatment in Participants With Locally Advanced or Metastatic Solid Tumors
NCT02471911,KPT-330 Plus RICE for Relapsed/Refractory Aggressive B-Cell Lymphoma
NCT02472145,An Efficacy and Safety Study of Decitabine (DACOGEN) Plus Talacotuzumab (JNJ-56022473; Anti CD123) Versus Decitabine (DACOGEN) Alone in Participants With Acute Myeloid Leukemia (AML) Ineligible for Intensive Chemotherapy
NCT02472275,"PLX3397, Radiation Therapy, and Antihormone Therapy in Treating Patients With Intermediate- or High-Risk Prostate Cancer"
NCT02472353,Use of Metformin to Reduce Cardiac Toxicity in Breast Cancer
NCT02472392,Study To Examine Toxicity Of Allogeneic Stem Cell Transplantation For Relapsed Or Therapy Refractory Ewings Sarcoma
NCT02472977,Safety and Efficacy Study of Ulocuplumab and Nivolumab in Subjects With Solid Tumors
NCT02473497,Crizotinib (Xalkori) Expanded Access Protocol For The Treatment Of Adult Or Pediatric Patients
NCT02473731,A Window of Opportunity Study of KTN3379 in Surgically Resectable Head and Neck Cancer Patients
NCT02474173,HSP90 Inhibitor AT13387 and Paclitaxel in Treating Patients With Advanced Triple Negative Breast Cancer
NCT02474355,Real World Treatment Study of AZD9291 for Advanced/Metastatic EGFR T790M Mutation NSCLC
NCT02475213,Safety Study of MGA271 in Combination With Pembrolizumab in Refractory Cancer
NCT02475382,Expanded Access Program With Nivolumab Therapy for Treatment of Advanced/Metastatic SqNSCLC or Non-SqNSCLC After One Prior Systemic Regimen (CheckMate 169)
